-0.61705,-0.68796,-0.3083,0.79214,-1.209,0.60348,-21.339,37.403,-76.166
-0.61705,-0.68796,-0.3083,0.79214,-1.209,0.60348,-21.339,37.403,-76.166
-0.66155,-0.71198,-0.26868,0.79533,-1.2021,0.60419,-21.339,37.403,-76.166
-0.67355,-0.75824,-0.24419,0.79856,-1.2132,0.61489,-21.339,37.403,-76.166
-0.67355,-0.75824,-0.24419,0.79856,-1.2132,0.61489,-21.339,37.403,-76.166
-0.64255,-0.76773,-0.24954,0.79944,-1.2182,0.61919,-21.339,37.403,-76.166
-0.64893,-0.75708,-0.27437,0.80243,-1.223,0.62653,-23.007,32.177,-78.044
-0.66795,-0.76059,-0.27774,0.80237,-1.2229,0.63006,-23.007,32.177,-78.044
-0.67987,-0.78758,-0.27702,0.80211,-1.2237,0.63168,-23.007,32.177,-78.044
-0.6758,-0.80321,-0.27199,0.80098,-1.2298,0.63605,-23.007,32.177,-78.044
-0.68289,-0.72844,-0.19887,0.79808,-1.2402,0.64425,-23.007,32.177,-78.044
-0.66919,-0.63408,-0.17375,0.79625,-1.2424,0.64663,-23.007,32.177,-78.044
-0.658,-0.61005,-0.18143,0.7933,-1.242,0.64745,-23.007,32.177,-78.044
-0.64973,-0.59694,-0.2218,0.79247,-1.2402,0.64624,-23.007,32.177,-78.044
-0.66481,-0.62859,-0.20335,0.78814,-1.2365,0.64436,-23.007,32.177,-78.044
-0.70102,-0.68909,-0.19723,0.7848,-1.2385,0.64672,-23.007,32.177,-78.044
-0.69058,-0.71088,-0.21483,0.784,-1.241,0.64829,-23.007,32.177,-78.044
-0.67429,-0.71605,-0.20955,0.78495,-1.2413,0.64924,-23.007,32.177,-78.044
-0.65195,-0.71376,-0.22395,0.78605,-1.2408,0.64978,-23.007,32.177,-78.044
-0.60904,-0.72884,-0.28343,0.78723,-1.2347,0.64711,-23.007,32.177,-78.044
-0.60356,-0.74141,-0.25861,0.78865,-1.2291,0.64418,-23.007,32.177,-78.044
-0.60994,-0.73912,-0.23399,0.79209,-1.2196,0.6392,-22.135,30.166,-79.093
