0.058853,-0.98587,-0.010788,1.4738,1.0954,-0.90783,3.3038,-27.324,-16.32
0.099197,-0.99837,-0.001068,1.4712,1.0372,-0.84388,3.3403,-27.171,-16.566
0.11096,-0.92206,-0.044296,1.4632,0.98243,-0.77782,3.3953,-27.086,-16.694
0.12384,-0.84799,-0.004395,1.4598,0.96066,-0.75374,3.3953,-27.086,-16.694
0.079376,-0.80534,-0.030991,1.4523,0.90618,-0.69575,3.7268,-26.818,-17.052
0.035172,-0.83499,-0.083374,1.4487,0.88661,-0.67527,3.8402,-26.641,-17.302
0.045273,-0.85084,-0.091095,1.4426,0.85478,-0.64427,3.8402,-26.641,-17.302
0.1162,-0.81918,-0.076752,1.4347,0.77641,-0.57045,3.9018,-26.374,-17.694
0.13959,-0.84505,-0.19603,1.4316,0.74117,-0.53722,3.7991,-26.216,-17.95
0.13225,-0.96297,-0.22597,1.4256,0.66728,-0.46819,3.7991,-26.216,-17.95
0.078003,-1.3802,-0.18686,1.4243,0.63374,-0.4372,3.6365,-26.024,-18.259
0.061569,-1.4667,-0.097198,1.4277,0.59047,-0.40014,3.1205,-25.924,-18.496
0.143,-1.269,-0.11223,1.4301,0.57504,-0.38746,3.1205,-25.924,-18.496
0.20906,-1.012,-0.18289,1.4314,0.51636,-0.32738,2.9273,-25.947,-18.495
0.2692,-0.95976,-0.17667,1.4263,0.50124,-0.30708,2.8434,-25.897,-18.578
0.23084,-1.0101,-0.12901,1.4241,0.50758,-0.31094,2.8434,-25.897,-18.578
0.1147,-0.96951,-0.12244,1.4249,0.49083,-0.2925,2.764,-25.846,-18.661
0.10823,-0.93239,-0.12552,1.4257,0.47873,-0.28116,2.7622,-25.79,-18.738
0.19762,-0.97964,-0.30183,1.4275,0.44714,-0.25375,2.7622,-25.79,-18.738
0.2126,-1.2492,-0.24139,1.4254,0.42476,-0.24116,2.6019,-25.796,-18.752
0.16374,-1.3738,-0.12376,1.4278,0.42342,-0.24494,2.2073,-25.901,-18.658
0.12384,-1.3752,-0.053314,1.4355,0.42323,-0.25245,2.2073,-25.901,-18.658
0.1174,-1.1922,-0.071106,1.4409,0.41943,-0.2504,6.0621,-22.522,-19.555
0.086945,-1.1232,-0.062775,1.4507,0.40066,-0.23304,5.8965,-22.732,-19.361
0.080032,-1.045,-0.04306,1.4584,0.39062,-0.22652,5.8965,-22.732,-19.361
0.047241,-0.98082,-0.13966,1.4639,0.38064,-0.22422,5.5769,-23.034,-19.097
0.013885,-0.96178,-0.16605,1.4647,0.36161,-0.215,5.3596,-23.099,-19.08
-0.026047,-1.0142,-0.13129,1.4636,0.33776,-0.19676,5.3596,-23.099,-19.08
-0.024857,-1.0423,-0.11446,1.4635,0.30897,-0.17763,5.0649,-23.046,-19.224
-0.002594,-1.0184,-0.10409,1.4641,0.30276,-0.17461,4.9085,-23.046,-19.265
0.02095,-0.95268,-0.10554,1.4653,0.31647,-0.19135,4.9085,-23.046,-19.265
0.037582,-0.9277,-0.10121,1.4635,0.34763,-0.2208,4.866,-23.082,-19.233
0.077225,-0.91614,-0.12712,1.4615,0.36782,-0.23973,4.9924,-23.053,-19.235
0.089676,-0.94284,-0.14371,1.4557,0.41118,-0.2804,4.9924,-23.053,-19.235
0.084412,-0.96706,-0.14185,1.4532,0.42907,-0.29717,5.2871,-22.948,-19.282
0.061386,-1.011,-0.099808,1.4518,0.45059,-0.31702,5.2871,-22.948,-19.282
0.06076,-1.0227,-0.10379,1.4543,0.46774,-0.33187,5.4077,-22.899,-19.307
0.079636,-1.0085,-0.10338,1.4557,0.48176,-0.34259,5.462,-22.942,-19.241
0.11554,-0.99107,-0.13828,1.4544,0.49025,-0.34669,5.462,-22.942,-19.241
0.092636,-0.98447,-0.10706,1.4525,0.49989,-0.35407,5.6167,-22.97,-19.162
0.068069,-0.97408,-0.090729,1.4514,0.50949,-0.35972,5.8017,-22.913,-19.176
0.037323,-0.96275,-0.10025,1.4521,0.51096,-0.35861,5.8017,-22.913,-19.176
0.02327,-0.96738,-0.10947,1.4526,0.5091,-0.35535,5.8695,-22.908,-19.161
0.025223,-0.97034,-0.10942,1.4532,0.509,-0.35453,5.878,-22.918,-19.146
0.052444,-0.98557,-0.11085,1.4534,0.50952,-0.35461,5.878,-22.918,-19.146
0.075119,-1.0075,-0.11635,1.4536,0.52047,-0.36379,5.9147,-22.934,-19.116
0.07428,-1.0134,-0.11636,1.4535,0.53035,-0.37233,5.9787,-22.952,-19.074
0.078171,-1.0164,-0.11533,1.4542,0.56109,-0.3986,5.9787,-22.952,-19.074
0.080276,-1.0184,-0.12219,1.4546,0.58021,-0.41561,6.1614,-22.986,-18.975
0.072357,-1.0011,-0.043182,1.4553,0.59303,-0.42762,6.2307,-23.014,-18.918
0.089188,-1.0367,-0.074524,1.458,0.61734,-0.45131,6.2307,-23.014,-18.918
0.11562,-1.0327,-0.1017,1.4593,0.62812,-0.46148,6.286,-23.055,-18.85
0.13574,-1.0692,-0.10823,1.4611,0.63138,-0.4637,6.3264,-23.119,-18.757
0.11572,-1.1084,-0.077011,1.4616,0.62234,-0.45374,6.3264,-23.119,-18.757
0.10072,-1.1189,-0.082275,1.4641,0.58708,-0.41909,6.2528,-23.144,-18.751
0.043457,-1.1467,-0.067627,1.4662,0.53449,-0.36787,6.1298,-23.171,-18.759
-0.005737,-1.0733,-0.038879,1.4666,0.50294,-0.33686,6.1298,-23.171,-18.759
-0.018661,-1.0323,-0.057922,1.4653,0.43212,-0.26788,5.9712,-23.181,-18.797
-0.007172,-0.98514,-0.10217,1.4607,0.3507,-0.18646,5.7129,-23.006,-19.091
0.054016,-0.96809,-0.11182,1.4519,0.31296,-0.1464,5.7129,-23.006,-19.091
0.09259,-0.95837,-0.12981,1.4439,0.29388,-0.12314,5.632,-22.839,-19.314
0.12674,-0.95258,-0.16176,1.4394,0.29579,-0.12261,5.686,-22.668,-19.498
0.10895,-0.93652,-0.15321,1.4306,0.3026,-0.12555,5.686,-22.668,-19.498
0.088348,-0.92143,-0.14766,1.4265,0.30308,-0.12517,5.8955,-22.349,-19.802
0.020676,-0.89461,-0.14902,1.4206,0.2939,-0.11595,5.9537,-22.197,-19.956
0.008926,-0.87976,-0.15222,1.4138,0.27346,-0.098671,5.9537,-22.197,-19.956
0.012192,-0.8474,-0.11453,1.4123,0.26728,-0.093935,5.8495,-22.019,-20.182
0.024139,-0.8401,-0.142,1.4099,0.25939,-0.088623,5.7864,-21.961,-20.263
0.027908,-0.84113,-0.13895,1.409,0.25909,-0.089269,5.7864,-21.961,-20.263
0.036423,-0.83644,-0.13777,1.4082,0.26638,-0.098658,5.7609,-21.921,-20.313
0.014572,-0.87984,-0.14716,1.409,0.28148,-0.11718,5.7637,-21.908,-20.327
0.00853,-0.91087,-0.14731,1.4106,0.29449,-0.13482,5.7637,-21.908,-20.327
0.005417,-0.93102,-0.11771,1.4139,0.3099,-0.15616,5.7462,-21.96,-20.275
-0.006088,-0.9391,-0.066498,1.4165,0.31539,-0.16495,5.7046,-22.024,-20.218
-0.020889,-0.92642,-0.10339,1.422,0.32979,-0.18521,5.7046,-22.024,-20.218
-0.041016,-0.8889,-0.096848,1.4274,0.3251,-0.18516,5.5752,-22.174,-20.09
-0.082581,-0.88208,-0.089767,1.4316,0.33756,-0.20312,5.4675,-22.322,-19.954
-0.098526,-0.89442,-0.094055,1.4382,0.35823,-0.22959,5.4675,-22.322,-19.954
-0.085251,-0.93401,-0.13438,1.4428,0.35594,-0.22987,5.38,-22.448,-19.837
-0.062454,-0.94252,-0.15869,1.4493,0.3456,-0.22366,5.101,-22.784,-19.525
-0.006393,-0.96094,-0.11797,1.4505,0.34207,-0.22141,5.101,-22.784,-19.525
0.018814,-0.98286,-0.10957,1.4562,0.37555,-0.25656,5.0523,-22.878,-19.428
0.016769,-0.99051,-0.096741,1.4605,0.4144,-0.29413,5.1147,-22.95,-19.326
0.020905,-0.98938,-0.067963,1.4627,0.4329,-0.31242,5.1147,-22.95,-19.326
0.011169,-1.0001,-0.093887,1.4661,0.4661,-0.34544,5.2184,-23.042,-19.189
0.015335,-0.99255,-0.11557,1.4676,0.47829,-0.35736,5.3385,-23.177,-18.992
0.021149,-1.0153,-0.13924,1.4709,0.50411,-0.38247,5.3385,-23.177,-18.992
0.064743,-1.0093,-0.1225,1.471,0.51476,-0.39292,5.325,-23.245,-18.912
0.063873,-1.009,-0.083923,1.4715,0.52787,-0.4057,5.3587,-23.294,-18.843
0.06424,-0.96977,-0.0522,1.4731,0.56232,-0.4387,5.3587,-23.294,-18.843
0.097549,-0.93887,-0.11288,1.4736,0.58788,-0.46261,5.4843,-23.317,-18.778
0.11556,-0.94244,-0.14319,1.4711,0.63235,-0.50279,5.65,-23.324,-18.719
0.11446,-0.94237,-0.13727,1.4628,0.68089,-0.54611,5.65,-23.324,-18.719
0.093491,-0.92676,-0.072372,1.4587,0.73131,-0.59225,6.1443,-23.208,-18.709
0.11258,-0.94876,-0.090805,1.4562,0.78378,-0.64293,6.3327,-23.194,-18.663
0.12791,-0.96876,-0.11227,1.4544,0.81348,-0.67158,6.3327,-23.194,-18.663
0.12703,-0.96876,-0.11624,1.4506,0.87339,-0.72855,6.5448,-23.175,-18.613
0.10225,-0.94283,-0.10585,1.4488,0.89892,-0.75274,6.739,-23.215,-18.494
0.0242,-0.89387,-0.05098,1.4469,0.9651,-0.81691,6.739,-23.215,-18.494
-0.009338,-0.87442,-0.026932,1.4468,1.0081,-0.86007,7.0283,-23.268,-18.319
0.02774,-0.84749,-0.082535,1.4472,1.028,-0.88003,7.0987,-23.329,-18.213
0.093964,-0.81935,-0.15439,1.448,1.0607,-0.91046,7.0987,-23.329,-18.213
0.10461,-0.80476,-0.12944,1.4483,1.0724,-0.92024,7.1648,-23.394,-18.103
0.14003,-0.89862,-0.079315,1.4494,1.0926,-0.93773,7.3026,-23.482,-17.934
0.17162,-1.1467,0.033905,1.4494,1.1347,-0.9795,7.3026,-23.482,-17.934
0.17526,-1.2811,0.04277,1.4523,1.1694,-1.0159,7.3051,-23.588,-17.794
0.34955,-1.3323,-0.023941,1.453,1.1514,-0.9908,7.3737,-23.629,-17.71
0.39949,-1.0497,0.12868,1.4532,1.132,-0.96469,7.3737,-23.629,-17.71
0.38841,-0.91754,0.068192,1.4535,1.0917,-0.91615,7.3737,-23.629,-17.71
0.32117,-0.85384,0.055008,1.4392,1.2104,-1.0336,7.4971,-23.514,-17.811
0.27513,-0.88602,0.043167,1.4374,1.2665,-1.0947,7.4971,-23.514,-17.811
0.23319,-1.0551,-0.020142,1.4349,1.3063,-1.1446,7.6848,-23.579,-17.644
0.1487,-1.2436,0.037308,1.4352,1.3124,-1.1566,7.388,-23.721,-17.582
0.097061,-1.3785,0.073761,1.4375,1.3244,-1.1793,7.388,-23.721,-17.582
0.085236,-1.4445,0.065536,1.4394,1.3326,-1.1917,7.173,-23.797,-17.567
0.10251,-1.3665,0.11841,1.4446,1.3437,-1.2137,6.9735,-23.886,-17.527
0.12189,-1.2578,0.13373,1.4457,1.3208,-1.1954,6.9735,-23.886,-17.527
0.085983,-0.99297,0.026352,1.4466,1.3206,-1.1958,6.6857,-23.901,-17.619
0.050262,-0.84877,-0.059326,1.4457,1.3055,-1.181,6.6855,-23.857,-17.678
0.051788,-0.84381,-0.046432,1.4457,1.2964,-1.1717,6.6855,-23.857,-17.678
0.10278,-0.93553,-0.050415,1.4472,1.2852,-1.1601,6.6454,-23.823,-17.739
0.11487,-1.0755,0.014999,1.45,1.2908,-1.1642,6.6454,-23.823,-17.739
0.10936,-1.1296,0.056412,1.4518,1.3191,-1.1887,6.6454,-23.823,-17.739
0.093185,-1.0951,0.060043,1.4516,1.3491,-1.2139,6.7092,-23.965,-17.522
0.10998,-0.97224,0.006104,1.4523,1.3766,-1.2388,6.8305,-24.007,-17.417
0.13408,-0.95737,-0.014191,1.4513,1.3881,-1.2458,6.8305,-24.007,-17.417
0.18703,-0.9876,0.005676,1.4463,1.4018,-1.2528,7.0668,-24.055,-17.256
0.22232,-0.99602,0.023178,1.4416,1.4257,-1.2689,7.0668,-24.055,-17.256
0.23868,-0.99158,0.016586,1.4365,1.4509,-1.2863,7.3825,-24.027,-17.162
