mjd,flux,flux err
54474.7217130,0.4907229,0.0237979
54476.7162269,0.4817557,0.0120083
54480.7059144,0.4804804,0.0228999
54486.7088773,0.4973079,0.0116489
54488.6895255,0.4767023,0.0230139
54494.6869329,0.5112334,0.0162561
54498.6558912,0.5255034,0.0194825
54502.6495370,0.5184895,0.0117807
54504.6388542,0.5178105,0.0209440
54506.6332407,0.5311294,0.0239531
54508.6278704,0.5309304,0.0155873
54546.5251852,0.5661832,0.0128090
54548.5195718,0.5826555,0.0176583
54550.5198032,0.5558598,0.0132615
54552.5094329,0.5700093,0.0124066
54554.5035995,0.5487884,0.0127879
54558.4927662,0.5994549,0.0140005
54564.4792824,0.5645983,0.0130397
54573.4715625,0.5637258,0.0265308
54582.4270486,0.5539852,0.0248235
54584.4418866,0.5527284,0.0156006
54589.4238310,0.6050364,0.0192062
54600.3777431,0.5779290,0.0157254
54604.3730671,0.6211803,0.0149805
54608.3730903,0.6206441,0.0262316
54614.3394560,0.5913741,0.0322840
54619.3271991,0.5988880,0.0233934
54626.3079398,0.5886059,0.0175550
54632.3070718,0.5908876,0.0199930
54665.2176273,0.6283625,0.0170088
54672.1898380,0.6116387,0.0133889
54674.1915509,0.6629491,0.0426319
54678.1652431,0.6226410,0.0204750
54680.1602778,0.6234582,0.0178850
54682.1705787,0.6551876,0.0270385
54684.1484954,0.6648627,0.0269188
54686.1610532,0.6423258,0.0225164
54690.1392245,0.6376618,0.0327514
54692.1276620,0.6387140,0.0182327
54694.1415856,0.6273963,0.0138559
54696.1259954,0.5768293,0.0755405
54698.1204282,0.6441715,0.0569070
54700.1242708,0.6485281,0.0343140
54706.0990162,0.6599406,0.0148277
54708.1021644,0.6250204,0.0151155
54712.0826736,0.6451038,0.0141756
54762.9578356,0.7017587,0.0149935
54764.9523148,0.7265607,0.0176505
54766.9439120,0.6803164,0.0279950
54772.9102662,0.7139947,0.0534532
54776.9145949,0.6960438,0.0153141
54785.8881829,0.6965988,0.0144817
54787.8824074,0.7017969,0.0153437
54789.8774884,0.6861971,0.0177118
54791.8718750,0.6934764,0.0143330
54793.8664583,0.6819106,0.0268927
54795.8610880,0.5938824,0.0392896
54805.8332639,0.6841364,0.0191646
54807.8155671,0.7283695,0.0607725
54817.8006250,0.6796539,0.0147148
54819.7955093,0.6432225,0.0156442
54821.7950116,0.6834836,0.0163157
54823.7895023,0.6679876,0.0142296
54859.6878009,0.6814090,0.0148738
54861.6823495,0.6772962,0.0145538
54863.6768866,0.7001758,0.0156331
54865.6709375,0.6835862,0.0204671
54869.6603472,0.7254914,0.0728199
54873.6490856,0.6858565,0.0147219
54877.6387153,0.6349123,0.0208480
54879.6342245,0.6813698,0.0156691
54881.6283796,0.6973533,0.0152891
54883.6229398,0.6839149,0.0154732
54887.6121991,0.6960830,0.0193986
54889.6070370,0.6977875,0.0205242
54891.6011111,0.6998785,0.0163982
54893.5956713,0.6875323,0.0272066
54895.5900694,0.7164804,0.0156471
54897.5845139,0.7123785,0.0204538
54899.5791551,0.7174019,0.0167570
54901.5739236,0.7174455,0.0149565
54903.5689120,0.7279866,0.0165431
54905.5629398,0.7205921,0.0194235
54909.4616898,0.7108109,0.0124410
54917.8373727,0.7128831,0.0111111
54918.8254051,0.6770460,0.0118780
54921.8163310,0.6854563,0.0102255
54925.4281250,0.7237296,0.0084618
54928.4113310,0.7370216,0.0075594
54931.4029514,0.6639980,0.0493566
54940.3626968,0.7031408,0.0221527
54943.3484375,0.7010857,0.0145982
54946.3525347,0.7096192,0.0097457
54949.3377894,0.7076713,0.0086103
54952.3380093,0.6943745,0.0179761
54955.3274653,0.6837341,0.0067408
54962.3218519,0.6937926,0.0076826
54965.3146528,0.7091916,0.0179197
54968.3069329,0.6670503,0.0159602
54971.3172569,0.6871473,0.0164131
54977.2896065,0.6530218,0.0671498
54990.2463773,0.6574677,0.0118017
54996.2279861,0.6867196,0.0158524
54999.2212616,0.6668820,0.0232771
55011.1901389,0.6614489,0.0063162
55018.1712037,0.6551946,0.0384423
55024.1545023,0.6418666,0.0330318
55030.1503819,0.6251107,0.0188717
55039.1342245,0.6206471,0.0138000
55048.1690046,0.5838955,0.0131926
55054.1438194,0.6100131,0.0266710
55060.1130208,0.6239405,0.0054353
55063.1073843,0.6185639,0.0130222
55069.0907523,0.6212498,0.0096982
55072.0901157,0.6285657,0.0249121
55075.0803704,0.6294217,0.0049434
55078.0729861,0.6238235,0.0124779
55081.0650116,0.6359720,0.0090895
55084.0573032,0.6246486,0.0064813
55090.0385301,0.6388256,0.0049455
55096.0232292,0.6528312,0.0121626
55099.0137963,0.6273099,0.0219015
55102.0063773,0.6362596,0.0070458
55104.9841667,0.6425373,0.0122365
55107.9897106,0.6250619,0.0216162
55111.9907986,0.6179775,0.0042948
55114.9708912,0.6252687,0.0139747
55133.9117130,0.5965610,0.0049174
55142.8922338,0.6128810,0.0175422
55146.8695833,0.6127982,0.0147884
55162.8438079,0.6040126,0.0379548
55165.8359838,0.5942976,0.0141545
55174.8111458,0.5857365,0.0158606
55181.8087500,0.5873353,0.0180212
55184.7835880,0.5848968,0.0106663
55191.7636458,0.5626694,0.0319193
55194.7556829,0.5752475,0.0045991
55198.7446181,0.5732723,0.0051804
55201.7370139,0.5681175,0.0084858
55204.7328009,0.5680861,0.0207955
55207.7275347,0.5757736,0.0117978
55210.7134606,0.5753382,0.0053141
55213.7114699,0.5928602,0.0116289
55216.6729282,0.5544891,0.0931754
55220.6925000,0.5547620,0.0198907
55223.6836343,0.5653897,0.0074998
55226.6754745,0.5481811,0.0164899
55229.6674306,0.5507532,0.0330184
55239.6396875,0.5354679,0.0264434
55242.6318056,0.5376550,0.0720789
55245.6236111,0.5503550,0.0166924
55248.6168519,0.5424992,0.0157273
55255.5979282,0.5340778,0.0172550
55258.5866319,0.5276304,0.0128333
55261.5566551,0.5394949,0.0077455
55273.5018634,0.5394188,0.0049300
55277.4905440,0.5297582,0.0162056
55289.5785532,0.5229679,0.0063048
55306.5330093,0.5149232,0.0173522
55312.5152778,0.5407432,0.0461808
55316.5112269,0.4798207,0.0319027
55323.4850116,0.4977989,0.0248269
55326.4772454,0.5177476,0.0057876
55330.4661227,0.5048480,0.0125938
55333.4584722,0.5040348,0.0368049
55336.4531944,0.4740224,0.0899998
55344.3464815,0.5360974,0.0705713
55350.3306944,0.5212591,0.0123135
55353.3144329,0.5004470,0.0096455
55356.3081944,0.5099239,0.0099322
55362.2940972,0.5004468,0.0210330
55365.2815046,0.5079323,0.0177664
55369.2731019,0.5127911,0.0246414
55376.2596528,0.4964742,0.0299342
55380.2408449,0.4844347,0.0181106
55383.2397569,0.4786719,0.0179285
55386.2051042,0.4932594,0.0178723
55392.2089931,0.4541389,0.0127621
55395.1966204,0.4607745,0.0173999
55412.1668056,0.4514702,0.0174104
55486.2379861,0.4197720,0.0147622
55495.1973727,0.4276348,0.0505594
55497.1963079,0.4103691,0.0101184
55501.1962500,0.4041031,0.0074497
55505.1867593,0.4047890,0.0082150
55538.7328009,0.4186237,0.0413516
55580.6807755,0.4335904,0.0103222
55584.6821181,0.4362622,0.0100393
55585.6938310,0.4396036,0.0236391
55596.6366435,0.4313392,0.0101992
55607.6092593,0.4231199,0.0034971
55612.5975463,0.4230664,0.0092468
55615.5848148,0.4215516,0.0065195
55620.5941204,0.4255019,0.0076575
55622.5598148,0.4002567,0.0194947
55624.5544213,0.4277614,0.0053837
55631.5455208,0.4005135,0.0238249
55638.5160880,0.4291018,0.0108593
55644.4996528,0.4204622,0.0312503
55651.5129398,0.4436915,0.0045747
55653.4779745,0.4339338,0.0118392
55663.4286458,0.4302924,0.0520560
55670.3984144,0.4296056,0.0162213
55674.3905208,0.4167570,0.0080586
55678.3679630,0.4182834,0.0278983
55684.3470023,0.4257338,0.0186110
55693.3530324,0.4330621,0.0154505
55697.2723264,0.4403809,0.0115601
55704.2593403,0.4309075,0.0040350
55722.2038310,0.4419824,0.0045716
55725.1954745,0.4473639,0.0054941
55733.1806944,0.4594613,0.0053449
55739.1564583,0.4561348,0.0108336
55745.1434838,0.4388779,0.0228312
55765.1974537,0.4537693,0.0220769
55768.1944792,0.4667644,0.0164534
55771.1793171,0.4567319,0.0097302
55778.1672917,0.4553090,0.0359635
55781.1562847,0.4544449,0.0200618
55783.1610995,0.4417537,0.0056876
55787.1397222,0.4318650,0.0042719
55790.1368519,0.4384540,0.0199619
55821.9442245,0.4618314,0.0324452
55842.8829167,0.4770042,0.0081776
55856.8453935,0.4852246,0.0055812
55859.8469676,0.4744739,0.0124709
55863.8355440,0.4910292,0.0442968
55870.7966898,0.4763581,0.0247701
55877.7774884,0.4793527,0.0118633
55891.7486921,0.4661195,0.0137580
55901.8101157,0.4869036,0.0091259
55908.8895833,0.4919101,0.0074555
55909.7978009,0.5123067,0.0131420
55912.8785995,0.5080985,0.0079720
55919.8594792,0.5160527,0.0097726
55922.7660764,0.5160594,0.0243422
55926.7634259,0.4884992,0.0125025
55929.8346296,0.5160955,0.0196476
55935.8656944,0.5316212,0.0297651
55937.7886227,0.5071303,0.0105105
55940.7847222,0.5261384,0.0097212
55944.8412500,0.5458795,0.0093970
55954.7475463,0.5564987,0.0105095
55961.7256944,0.5669553,0.0136217
55968.7069676,0.5628284,0.0099413
55982.6186690,0.5801212,0.0276494
55986.5495602,0.5743947,0.0135411
55989.6090162,0.5876687,0.0107713
55994.5005671,0.5750475,0.0115472
55996.5944329,0.5506039,0.0550266
