mjd,flux,flux err
54474.3849421,0.2265552,0.0063861
54476.3796875,0.2195354,0.0215290
54478.3739236,0.2241312,0.0120709
54480.3686343,0.1959236,0.0124850
54484.3583102,0.2165157,0.0163009
54486.3523843,0.2314432,0.0249463
54494.3304282,0.2268567,0.0459582
54496.3257060,0.2218499,0.0472634
54498.3193403,0.2244194,0.0272293
54502.3108796,0.2236065,0.0138548
54506.2987384,0.2310659,0.0116547
54508.2935648,0.2213459,0.0138381
54546.1887153,0.2296206,0.0108779
54548.1828241,0.2237736,0.0212874
54550.1778125,0.2105216,0.0085731
54554.1674190,0.2233905,0.0452191
54556.1617708,0.2300433,0.0073378
54558.1555324,0.2283482,0.0066220
54584.0859028,0.2314046,0.0577882
54602.0387153,0.2444264,0.0094496
54604.0335880,0.2631902,0.0255761
54614.0066319,0.2220669,0.0466066
54618.9923958,0.2360413,0.0074000
54625.9702199,0.2158179,0.0207774
54629.9601505,0.2086256,0.0072650
54631.9574190,0.2359915,0.0076546
54633.9512500,0.2449835,0.0131182
54664.8667245,0.2272201,0.0275291
54673.8419213,0.2226825,0.0077766
54677.8300810,0.2235828,0.0247665
54679.8246875,0.2175555,0.0095530
54683.8137731,0.2330193,0.0082500
54687.8024653,0.2194614,0.0133461
54689.7975463,0.2207970,0.0151047
54691.7920833,0.2215239,0.0402031
54693.7973148,0.1911060,0.0209700
54697.7865278,0.2256993,0.0129211
54699.7803356,0.2141306,0.0296464
54762.6229745,0.2393408,0.0072525
54768.6065162,0.2305817,0.0061223
54774.5986574,0.2301395,0.0066515
54776.5930440,0.2330892,0.0081008
54781.5730671,0.2232756,0.0116805
54783.5711574,0.2048217,0.0163311
54785.5672569,0.2361509,0.0132100
54789.5553704,0.2238974,0.0152029
54791.5506019,0.2260659,0.0056683
54793.5445023,0.2281079,0.0063742
54795.5390162,0.2200879,0.0201954
54805.5117824,0.2227228,0.0080868
54809.5008681,0.2219142,0.0076394
54813.4900463,0.2300524,0.0501356
54817.4796759,0.2250064,0.0093782
54819.4735648,0.2346136,0.0060824
54821.4650579,0.2322057,0.0069593
54823.4593866,0.2195186,0.0253339
54849.3877546,0.2394198,0.0162242
54853.3793519,0.2299205,0.0077694
54859.3665625,0.2274830,0.0080888
54861.3604051,0.2254305,0.0056247
54863.3555440,0.2099292,0.0193963
54865.3502083,0.2332445,0.0114491
54871.3329514,0.2342185,0.0086787
54875.3220602,0.2452312,0.0168622
54877.3165509,0.2411745,0.0076175
54879.3112731,0.2226543,0.0150763
54881.3083565,0.2364807,0.0060877
54883.3019676,0.2162808,0.0055464
54885.2969560,0.2147995,0.0056243
54887.2912731,0.2294534,0.0449520
54889.2859259,0.2309248,0.0076750
54891.2804514,0.2443426,0.0074533
54895.2695949,0.2296975,0.0121064
54899.2584491,0.2277403,0.0070218
54901.2535764,0.2393693,0.0142496
54907.2812384,0.2459043,0.0153748
54910.2857407,0.2481164,0.0179323
54913.2706713,0.2419255,0.0090136
54916.2539931,0.2448883,0.0034729
54919.2449537,0.2353046,0.0124080
54924.1890162,0.2319063,0.0067294
54934.1477431,0.2424242,0.0181343
54942.1339583,0.2410437,0.0060802
54951.1090046,0.2303888,0.0045626
54961.0752662,0.2314928,0.0048271
54973.0640625,0.2420118,0.0047111
54979.0355556,0.2423437,0.0108707
54997.9778704,0.2296248,0.0216736
55001.9663889,0.2298191,0.0250587
55009.9477662,0.2305760,0.0109359
55025.9030208,0.2358034,0.0210572
55028.8935532,0.2337295,0.0061730
55052.8389583,0.2361041,0.0513266
55055.8309954,0.2399487,0.0125364
55058.8422685,0.2478928,0.0155868
55061.8300810,0.2410378,0.0048288
55064.8232870,0.2188331,0.0066325
55072.8440625,0.2354343,0.0061414
55075.8351736,0.2361808,0.0092049
55096.7809259,0.2388835,0.0268945
55099.7685880,0.2531712,0.0236447
55102.7601042,0.2351956,0.0049027
55115.7326505,0.2507127,0.0072917
55137.6787616,0.2517780,0.0070331
55140.6731597,0.2451714,0.0148999
55143.6645833,0.2563580,0.0155507
55147.6402662,0.2380866,0.0160914
55151.5738889,0.2492333,0.0075902
55154.5669560,0.2567247,0.0264183
55157.5571181,0.2428638,0.0132018
55161.5320139,0.2431107,0.0200610
55167.5125347,0.2449389,0.0128698
55180.4798727,0.2530463,0.0047122
55183.4785532,0.2485963,0.0179741
55186.4715972,0.2457470,0.0122754
55190.4520139,0.2441833,0.0213867
55193.4460764,0.2485311,0.0089127
55200.4397917,0.2487100,0.0105645
55203.4509606,0.2399561,0.0064512
55206.4339931,0.2433203,0.0458574
