mjd,flux,flux err
54909.3752431,0.8742303,0.0164117
54912.3750347,0.8206815,0.0197470
54915.3676273,0.8870182,0.0177545
54918.3592361,0.8683692,0.0207502
54922.3481944,0.8425093,0.0132500
54925.3427199,0.8480176,0.0130255
54928.3254630,0.8437152,0.0220872
54931.3171875,0.8414133,0.0175124
54940.3074306,0.8065339,0.0193545
54943.2933102,0.8000337,0.0146253
54946.2970486,0.7883978,0.0260976
54949.2825579,0.7877689,0.0113608
54952.2823611,0.7788852,0.0142889
54955.2719329,0.7825413,0.0222701
54961.5793866,0.7820991,0.0115883
54962.5936690,0.7867762,0.0265313
54965.5685764,0.7721984,0.0155503
54967.5676042,0.7853215,0.0137746
54968.5604282,0.7743139,0.0212149
54971.5579745,0.7841385,0.0140871
54973.5467477,0.7726412,0.0302113
54974.5457870,0.7696904,0.0380697
54976.5403819,0.7963391,0.0120224
54977.5467940,0.7763016,0.0138464
54979.5334606,0.7792696,0.0160544
54990.5003819,0.7894425,0.0286731
54996.4840162,0.8043851,0.0157209
55007.4539352,0.8381598,0.0216853
55008.4514352,0.8408884,0.0252314
55010.4471065,0.8449294,0.0118567
55011.4432407,0.8457285,0.0180412
55017.4268403,0.8697930,0.0122390
55018.4240972,0.8750946,0.0124196
55023.4104051,0.8200656,0.0856919
55024.4114468,0.8678360,0.0127739
55026.4083102,0.8845393,0.0312393
55027.3994097,0.8725223,0.0178313
55029.3940278,0.8713338,0.0139850
55032.3856019,0.8715092,0.0130615
55033.3942130,0.8735558,0.0171116
55038.3856713,0.8793153,0.0210652
55041.3701157,0.8795441,0.0406122
55042.3773727,0.8839637,0.0176575
55048.0380787,0.9393212,0.0569097
55051.0067708,0.8195131,0.0144995
55054.0121296,0.8962834,0.0168655
55056.9975926,0.8817138,0.0229448
55059.9822569,0.9258993,0.0467100
55069.2473611,0.9868666,0.0137897
55072.2385417,0.9676451,0.0143840
55075.2303472,0.9721495,0.0182013
55081.2139468,0.9878008,0.0182970
55084.2057292,1.0108343,0.0187344
55087.1975463,0.9846719,0.0211654
55090.1893403,1.0145967,0.0154403
55093.1813310,1.0183407,0.0140516
55096.1729514,1.0101226,0.0148425
55099.1613194,1.0308946,0.0163092
55102.1568981,1.0199449,0.0410675
55105.1484028,1.0412395,0.0150046
55108.1401968,1.0184951,0.0201197
55112.1291898,1.0570001,0.0149561
55115.1214699,1.0482595,0.0188732
55121.1049537,1.0423345,0.0147112
55137.0611227,1.0881805,0.0166051
55140.0532870,1.0693392,0.0178790
55143.0447222,1.0791306,0.0429659
55147.0338426,1.0744820,0.0164845
55152.0568750,1.0666569,0.0618951
55155.0501620,1.0412119,0.0228204
55158.0413542,1.0995047,0.0283123
55162.0172569,1.1052578,0.0181760
55168.0017361,1.1235101,0.0250688
55176.9791551,1.1254741,0.0238169
55183.9629282,1.1714747,0.0297041
55186.9541782,1.1459724,0.0227983
55190.9386921,1.1783705,0.0199353
55193.9294097,1.1676143,0.0203914
55200.9231713,1.1726775,0.0296628
55203.9029861,1.2086993,0.0213146
55206.8924884,1.1964223,0.0198022
55212.8753009,1.1751751,0.0214005
55219.8454977,1.0962906,0.0195768
55222.8520023,1.0928242,0.0178715
55225.8409375,1.1157164,0.0351610
55228.8326042,1.0954054,0.0275630
55238.8070949,1.0466175,0.0282045
55241.7965625,1.0373476,0.0279757
55244.7883565,1.0607276,0.0254078
55250.7730208,1.0609300,0.0159759
55263.7363310,1.0594343,0.0163362
55267.7307292,1.0418369,0.0170386
55277.3947106,1.0621228,0.0152262
55292.3821528,1.1219300,0.0164989
55313.2988079,1.1322217,0.0315778
55320.2847685,1.1183939,0.0469474
55324.2727662,1.1612437,0.0170015
55353.4593171,1.2528107,0.0536916
55356.4529398,1.2840251,0.0183386
55362.4387269,1.2636626,0.0392086
55365.4259375,1.3044839,0.0285298
55369.4174074,1.3236307,0.0202547
55376.4045833,1.3494105,0.0294077
55380.3856713,1.4443039,0.0213732
55383.3846181,1.5295838,0.0214180
55386.3573148,1.6096217,0.0326554
55389.3535532,1.6983432,0.0626855
55392.3539468,1.7606866,0.0373180
55395.3417361,1.8430180,0.0384366
55409.2989699,1.7226700,0.0354380
55412.3114815,1.7913419,0.0271818
55414.3167940,1.7923715,0.0246995
55423.2995602,1.8243922,0.0565665
55442.2271759,1.7684916,0.0572350
55444.2358565,1.7702131,0.0262022
55448.2171875,1.7279718,0.0303517
55452.1952894,1.7350492,0.0241672
55458.1877662,1.6523381,0.0241323
55497.0692130,1.4529781,0.0429508
55501.0691551,1.4383450,0.0253090
55503.0722917,1.4166139,0.0257389
55505.0593287,1.4226546,0.0240610
55519.0437269,1.3417091,0.0262072
55537.9679630,1.2721934,0.0175165
55539.9528704,1.2234337,0.0195806
55599.8044329,1.4181256,0.0373181
55620.7496528,1.5043759,0.0257365
55656.3557523,1.5893286,0.0312312
55664.3341782,1.5346414,0.0512195
55668.3296181,1.5501849,0.0312556
55672.3103704,1.6062509,0.0295713
55673.3276505,1.5756378,0.0215706
55683.2995949,1.5643611,0.0301633
55686.2747454,1.4739220,0.0658919
55689.2676620,1.5432751,0.0298850
55695.2649884,1.3853601,0.0214047
55703.2519560,1.4875383,0.0203945
55706.2387963,1.3547166,0.0275513
55716.2020023,1.4118985,0.0230766
55727.1734491,1.4055056,0.0622957
55744.1191435,1.4418110,0.0349496
55768.0764236,1.4639199,0.0201248
55771.0519097,1.4606227,0.0269283
55778.0496296,1.4886353,0.0233856
55781.0388194,1.4574811,0.0667859
55809.9374653,1.4866678,0.0393500
55823.8985069,1.3596622,0.0256796
55845.1222801,1.3829887,0.0221617
55849.1296412,1.3886309,0.0208610
55852.1216435,1.3889887,0.0211873
55855.8137500,1.3495337,0.0184156
55858.7841667,1.3901549,0.0283577
55862.7888657,1.3325775,0.0268860
55865.7792593,1.4297312,0.0252927
55879.7364352,1.3896878,0.0198326
55883.7369213,1.3086465,0.0440531
55893.7059144,1.3916412,0.0263867
55901.6540972,1.4233141,0.0241680
55905.6432639,1.3956618,0.0299819
55908.9869444,1.3878889,0.0514070
55909.6414120,1.3883872,0.0210205
55912.9760185,1.3532811,0.0187888
55919.9572801,1.3001415,0.0330199
55922.6085648,1.2918396,0.0176834
55926.6051736,1.2660675,0.0181929
55935.6235185,1.2147114,0.0166227
55939.9115046,1.1726615,0.0163478
55942.5952546,1.1805302,0.0302855
55944.5801505,1.1778145,0.0170685
55956.5524421,1.0939132,0.0157516
55963.5489005,1.0767067,0.0215780
55967.8331829,1.0184899,0.0249181
55975.8157176,0.9756802,0.0166388
55978.5097338,1.0424715,0.0143564
55982.4437963,1.0513026,0.0284052
55989.4376389,1.0643548,0.0161709
55996.4195370,1.0509832,0.0159103
55999.7301157,1.0231162,0.0200984
56006.7105556,1.0530812,0.0159310
56015.3681250,1.0494049,0.0147172
56017.3632639,1.0535588,0.0309463
56024.3408102,1.0612401,0.0148898
56031.3263426,1.0174865,0.0377118
56034.6432755,1.0295346,0.0370873
56036.3137847,1.0380929,0.0205612
56038.2865625,1.0193812,0.0142062
56044.6268403,1.0463640,0.0168668
56047.3444097,1.0573163,0.0182675
56051.5541667,1.0268992,0.0156060
56054.5735764,1.0704080,0.0153864
56089.4815625,1.0323130,0.0194431
56092.4859606,1.0197587,0.0159430
56106.4232986,1.0089299,0.0299944
56112.4096296,0.9603232,0.0144504
56117.3923380,0.9853281,0.0142461
56124.3389815,0.9539395,0.0628306
56128.3666667,0.9609330,0.0179205
56135.3742940,0.9716184,0.0179596
56138.3602894,0.9759434,0.0211596
56142.3422338,1.0104125,0.0231620
56147.3234144,1.0079747,0.0540274
56157.3061111,1.0640137,0.0421870
56190.9167014,1.1213494,0.0620437
56194.8953009,1.1687291,0.0184675
56201.9074653,1.1748504,0.0516076
56215.1349537,1.1547362,0.0222639
56219.8404514,1.1748134,0.0324866
56224.0994444,1.1864541,0.0194052
56226.1308102,1.1687443,0.0190285
56237.0777431,1.2000726,0.0298310
56244.0430440,1.2867633,0.0238083
56245.7751273,1.2406415,0.0182078
56253.0480556,1.3152480,0.0218942
56254.0453472,1.3304282,0.0189090
56256.7516088,1.2353204,0.0281667
56259.7404167,1.2683826,0.0218403
56264.7341204,1.3127019,0.0210343
56278.9578935,1.3419884,0.1052389
56295.9146296,1.3342758,0.0374747
56303.6190278,1.3569995,0.0195409
56319.5446759,1.2634849,0.0272838
56341.5001505,1.1151183,0.0159434
56348.7641782,1.0959104,0.0219066
56355.4800579,1.0347794,0.0167809
56364.7106944,1.0432497,0.0168540
56366.4397685,1.0036514,0.0250200
56369.7052431,1.0145216,0.0174675
56371.6764005,0.9880370,0.0160292
56375.4390972,1.0033862,0.0444826
56377.4310185,0.9915294,0.0156199
56380.6740741,0.9858205,0.0191874
56383.3864120,0.9448070,0.0504973
56388.4030440,0.9815051,0.0486652
56397.3589815,1.0022201,0.0696731
56408.6112847,0.9580918,0.0154917
56412.5764236,1.0675797,0.0177343
56416.3112269,1.0792760,0.0196992
56418.3195255,1.0271957,0.0142234
56425.5507986,1.0904130,0.0154545
56442.2314120,1.1692700,0.0315237
56446.5129282,1.1332261,0.0653547
56449.2223032,1.1441005,0.0208496
56458.1540509,1.1323557,0.0212829
56460.4595602,1.1388155,0.0312941
56464.1684954,1.1120592,0.0180047
56473.1155324,1.1450802,0.0200114
56480.3902315,1.0825163,0.0277764
56481.4029282,1.0954263,0.0179837
56486.3983565,1.0738717,0.0200045
56516.2804514,1.1396342,0.0183160
56519.2684375,1.1654569,0.0510219
56520.2931944,1.1713131,0.0253495
56527.2789352,1.1967919,0.0255748
56534.9789236,1.2589095,0.0440282
56543.9268056,1.2585169,0.0173545
56555.2301620,1.2004325,0.0327216
56559.2310995,1.1453789,0.0161511
56563.1516435,1.2453822,0.0175946
56565.9022338,1.2702598,0.0309143
56579.8316667,1.2812030,0.0292417
56584.8156250,1.3159884,0.0294257
56586.8227778,1.3168260,0.0331442
56594.0817477,1.3662427,0.0243892
56604.0815394,1.3414375,0.0322798
56608.0605208,1.3431457,0.0189370
56613.7206829,1.3417476,0.0308296
56616.7479398,1.3198997,0.0243593
56624.7427894,1.2937325,0.0179846
56640.9631019,1.2764771,0.0199513
56651.6378009,1.2540368,0.0172137
56657.9257407,1.2580542,0.0495148
56672.6145023,1.2590022,0.0305917
56676.6191782,1.2506876,0.0254751
56677.5815972,1.2316566,0.0169091
56681.5901273,1.2519898,0.0173257
56686.5821644,1.2783244,0.0176577
56692.5700116,1.2514756,0.0246785
56701.5496528,1.2332245,0.0275124
