mjd,flux,flux err
54712.5098032,1.2393287,0.0250190
54761.3783565,1.1627986,0.0226160
54767.3620255,1.1411067,0.0352134
54790.2985764,1.1591299,0.0214195
54792.2931597,1.1559777,0.0215455
54794.2872106,1.1173441,0.0256271
54806.2552315,1.1301201,0.0205508
54810.2434259,1.1101581,0.0275339
54812.2388542,1.1053089,0.0256285
54820.2167361,1.1093941,0.0253324
54852.1291435,1.0611910,0.0242786
54860.1083796,1.0692928,0.0232592
54862.1021181,1.0379386,0.0243718
54864.0975579,1.0678141,0.0270618
54866.0916088,1.0822574,0.0257612
54876.0641435,1.0876739,0.0535870
54903.9936921,1.1021728,0.0344652
54905.9885532,1.0971882,0.0220331
54909.0031713,1.1206209,0.0293155
54914.9932523,1.1349387,0.0185406
54917.9789120,1.1381412,0.0175543
54921.9573148,1.1569740,0.0207691
54928.2502894,1.1775762,0.0204584
54931.2443750,1.1685786,0.0152399
54933.9662500,1.1765250,0.0166148
54939.9592824,1.2361686,0.0153861
54942.9511343,1.2515148,0.0199631
54951.9267130,1.2686646,0.0246499
54954.9208218,1.2059207,0.0747536
54961.8739699,1.3150178,0.0394974
54964.8677894,1.3306308,0.0354542
54967.8577546,1.2791956,0.0176482
54973.8420370,1.2632058,0.0717992
55007.7488194,1.3317914,0.0189448
55010.7404051,1.3463031,0.0205635
55017.7210995,1.3459042,0.0620065
55023.7045833,1.3340374,0.0323822
55026.6968519,1.3358035,0.0189270
55029.6885069,1.3608153,0.0171917
55032.6804167,1.3179888,0.0175666
55038.6665741,1.3388011,0.0179372
55047.6362847,1.3827458,0.0344296
55050.6280324,1.3995261,0.0364136
55053.6223495,1.3900370,0.0227092
55056.6118403,1.3935639,0.0177874
55059.6034954,1.4031159,0.0188344
55062.5951620,1.4109896,0.0188121
55065.5871065,1.4195649,0.0322360
55068.5795949,1.4293700,0.0248913
55071.5746065,1.4336087,0.0200418
55074.5633796,1.4439619,0.0188974
55077.5521296,1.4635932,0.0184679
55080.5457292,1.4469787,0.0187434
55083.5394560,1.4540193,0.0244132
55086.5318981,1.4581691,0.0187973
55089.5228588,1.4634638,0.0195646
55092.5138194,1.4572350,0.0273460
55095.5067245,1.4901368,0.0183978
55098.4975000,1.4643978,0.0188247
55101.4888194,1.4680545,0.0212853
55107.4731481,1.4521657,0.0204343
55111.4797106,1.4638420,0.0212294
55114.4552315,1.4489639,0.0179769
55136.3949306,1.4380940,0.0182395
55139.3845486,1.4450981,0.0179771
55142.3752199,1.4360235,0.0201729
55149.3659259,1.4174662,0.0223920
55152.6379977,1.4274572,0.0293452
55155.6299421,1.4159997,0.0258728
55165.6027083,1.3880639,0.0182144
55168.6079051,1.3831722,0.0193836
55174.5779398,1.3623686,0.0280504
55177.5699884,1.3998892,0.0228507
55181.5761574,1.3382713,0.0181141
55184.5506597,1.3683773,0.0172367
55191.5312963,1.3455042,0.0190329
55194.5230903,1.3203800,0.0184805
55198.5123495,1.3203936,0.0176071
55201.5042245,1.3413567,0.0169456
55204.4803935,1.3059313,0.0332407
55207.4756829,1.3010795,0.0295384
55213.4592940,1.3091546,0.0234724
55216.4523148,1.2635759,0.0204501
55220.4401505,1.2556840,0.0166267
55226.4238079,1.2451878,0.0226335
55229.4156019,1.2611471,0.0225665
55239.3882407,1.2256701,0.0183751
55242.3799653,1.2213208,0.0271223
55245.3717824,1.2379639,0.0390690
55248.3660301,1.2614593,0.0356974
55251.3550347,1.2608230,0.0169160
55258.3339005,1.2450032,0.0247687
55261.3315278,1.2550122,0.0267671
55272.0299190,1.2628843,0.0175172
55276.0166435,1.2627255,0.0156299
55306.9666551,1.2244656,0.0614152
55319.9486227,1.3312312,0.0173913
