mjd,flux,flux err
54473.6607870,0.4542650,0.0261457
54474.6502083,0.4624098,0.0175990
54476.6446759,0.4515612,0.0101017
54478.6395255,0.4555349,0.0176178
54479.6437731,0.4604293,0.0502400
54480.6341088,0.4547863,0.0155074
54484.6233912,0.4643725,0.0099336
54485.6280208,0.4528961,0.0200186
54487.6224653,0.4469790,0.0138941
54495.6020949,0.4567168,0.0134520
54496.5999884,0.4764415,0.0107797
54497.5951852,0.4821701,0.0112986
54498.5843056,0.4857554,0.0109617
54502.5757407,0.4560674,0.0142563
54503.5792014,0.4593467,0.0220143
54504.5675463,0.4703454,0.0106584
54505.5729514,0.4767341,0.0228769
54506.5619097,0.4797013,0.0117699
54507.5676157,0.4787107,0.0182237
54508.5565046,0.4699064,0.0188204
54545.4642014,0.4795297,0.0120160
54546.4535532,0.4919829,0.0194644
54547.4591551,0.4941795,0.0202858
54548.4482523,0.4798538,0.0107771
54549.4550579,0.4732068,0.0244294
54550.4426852,0.4877025,0.0525195
54551.4482870,0.4792271,0.0251402
54552.4375810,0.4645368,0.0140044
54553.4423727,0.4841385,0.0124012
54554.4318866,0.4869642,0.0148477
54555.4364583,0.4779224,0.0295690
54556.4283796,0.4680492,0.0228919
54557.4329167,0.4784576,0.0148321
54558.4212847,0.4963008,0.0200948
54559.4265741,0.4865763,0.0139607
54564.4077431,0.4904359,0.0337052
54582.3551620,0.4666497,0.0344545
54585.3564352,0.4672911,0.0153122
54600.3059722,0.4585230,0.0485545
54601.3137616,0.5104736,0.0229964
54603.3091667,0.5229021,0.0181840
54604.3004514,0.4952832,0.0109968
54605.3038889,0.5001820,0.0168149
54606.2886227,0.5001115,0.0158734
54608.2999537,0.4720200,0.0287609
54609.2926042,0.5156195,0.0114306
54611.2867940,0.5336193,0.0230392
54614.2676736,0.5039340,0.0130303
54615.2758218,0.5038470,0.0126687
54618.2679398,0.4950493,0.0112719
54625.2460301,0.4843049,0.0300160
54626.2361111,0.5242002,0.0118078
54627.2410648,0.5070932,0.0173940
54630.2251042,0.5410713,0.0309223
54631.2296991,0.5222007,0.0234619
54632.2344792,0.5027232,0.0524272
54633.2244097,0.5136313,0.0122521
54634.2218171,0.5080915,0.0831603
54655.1639931,0.5237904,0.0146017
54659.1605787,0.5489837,0.0122587
54664.1400347,0.5264016,0.0132415
54665.1450000,0.5071187,0.0196482
54666.1334028,0.5458209,0.0282009
54672.1174537,0.5540586,0.0134300
54673.1146065,0.5585594,0.0162510
54674.1189931,0.5598583,0.0238638
54675.1090625,0.5425808,0.0124333
54678.0934491,0.5374097,0.0398109
54679.0985532,0.5303140,0.0301285
54680.0883333,0.5658018,0.0358778
54681.0933565,0.5649428,0.0121384
54682.0974190,0.4830977,0.0124751
54685.0815625,0.5381157,0.0117604
54686.0881019,0.5578523,0.0447924
54687.0768981,0.5755718,0.0570113
54689.0704398,0.5501910,0.0639542
54690.0672106,0.5683239,0.0125728
54691.0654282,0.5588802,0.0514210
54692.0556366,0.5611928,0.0952421
54693.0685301,0.5575781,0.0124012
54697.0580787,0.5266839,0.0592213
54698.0442361,0.5443557,0.0416204
54699.0517130,0.5680635,0.0144649
54703.0410069,0.5294979,0.0142790
54704.0293403,0.5568449,0.0120410
54705.0347569,0.5556597,0.0129258
54706.0228009,0.5573143,0.0303444
54707.0296412,0.5890826,0.0314029
54708.0253819,0.5983673,0.0309221
54712.0065972,0.5574252,0.0288861
54761.8821644,0.5783822,0.0138272
54763.8754282,0.5812545,0.0146834
54766.8659838,0.5973034,0.0164016
54767.8650694,0.5885331,0.0381976
54768.8594097,0.5945721,0.0168426
54772.8336921,0.5901627,0.0149994
54773.8538426,0.5944194,0.0193532
54775.8495486,0.6199270,0.0237543
54780.8343634,0.6022091,0.0202079
54781.8247569,0.5919363,0.0262377
54785.8141782,0.5954053,0.0571625
54787.8092824,0.5974183,0.0125640
54789.8024769,0.6011364,0.0134251
54790.8057407,0.5905713,0.0256551
54791.7975347,0.5751861,0.0206640
54792.8004861,0.5906090,0.0136980
54793.7918981,0.5800306,0.0145090
54794.7945949,0.5869992,0.0153662
54795.7870718,0.5869402,0.0186900
54805.7598032,0.5996808,0.0195365
54806.7626736,0.5847529,0.0136754
54810.7510417,0.5813977,0.0140994
54814.7403588,0.5916004,0.0132758
54817.7281019,0.6069703,0.0174997
54818.7298148,0.6055855,0.0133225
54819.7214120,0.6092315,0.0133790
54821.7159606,0.5923210,0.0148636
54823.7105440,0.5900106,0.0123090
54848.6477894,0.5984373,0.0169586
54849.6396412,0.6128744,0.0146284
54853.6101620,0.6028359,0.0814225
54856.6306481,0.5948918,0.0187804
54859.6120023,0.6110261,0.0165420
54860.6195023,0.5529095,0.0133259
54861.6066435,0.6102154,0.0126674
54862.6145370,0.6056193,0.0189337
54863.6014699,0.5934662,0.0121874
54864.6085532,0.5942452,0.0136592
54865.5951389,0.5916929,0.0220025
54866.6032292,0.5955566,0.0140546
54867.5899190,0.6127779,0.0469118
54869.5848148,0.5804770,0.0161831
54870.5926505,0.6162146,0.0239542
54871.5787847,0.6270029,0.0414477
54873.5737731,0.5998561,0.0249215
54874.5812616,0.6153836,0.0158627
54875.5676620,0.6076885,0.0351189
54876.5755556,0.6005343,0.0153885
54877.5620486,0.5792320,0.0169990
54879.5575116,0.5952245,0.0260998
54880.5645602,0.5907583,0.0125542
54881.5520370,0.6012606,0.0175659
54882.5585648,0.5891013,0.0259606
54883.5464120,0.6028424,0.0124686
54884.5533102,0.5992032,0.0193291
54886.5485995,0.5891788,0.0123600
54887.5350463,0.5936239,0.0324161
54888.5429282,0.5992800,0.0252321
54889.5298495,0.6091844,0.0128506
54890.5379167,0.5992823,0.0123822
54891.5241667,0.6088897,0.0186192
54893.5191319,0.6320555,0.0169870
54895.5131481,0.6068400,0.0126988
54896.5203356,0.5868719,0.0221475
54898.5155671,0.5946913,0.0205225
54899.5025579,0.5881766,0.0186453
54900.5107060,0.5910299,0.0224458
54901.4971644,0.5930411,0.0139361
54902.5059954,0.5887863,0.0243606
54903.4913426,0.6018152,0.0168188
54904.5007407,0.6077564,0.0138059
54905.4865741,0.5909396,0.0233757
54906.4955208,0.5999570,0.0111916
54908.4247338,0.5859585,0.0087135
54911.4196181,0.6087556,0.0089588
54917.4446991,0.5974433,0.0185888
54921.4357523,0.5892370,0.0303934
54924.4109954,0.6121729,0.0143142
54927.3964352,0.6033771,0.0155447
54930.3960532,0.5983148,0.0104562
54933.3577778,0.6007019,0.0105622
54934.3432986,0.6039548,0.0242216
54942.3258449,0.6150279,0.0358207
54945.3244444,0.6448624,0.0097930
54948.3279745,0.6131651,0.0127479
54951.3009375,0.6130184,0.0120161
54954.2989352,0.6385127,0.0763265
54957.3182639,0.5893470,0.0159558
54961.2835417,0.6066322,0.0447022
54973.2448495,0.6128036,0.0244588
54979.2432292,0.5978527,0.0094945
54982.2403241,0.6168572,0.0322088
55010.1556597,0.5982553,0.0385785
55017.1297685,0.6053805,0.0365198
55023.1074537,0.6211695,0.0366667
55026.1101968,0.6075935,0.0117945
55029.1010301,0.6037754,0.0118719
55032.0849653,0.5869050,0.0218563
55038.0927083,0.6176865,0.0456889
55056.0205440,0.6017341,0.0291192
55059.0261343,0.6013123,0.0092200
55062.0133333,0.6067841,0.0150525
55070.9941667,0.6097229,0.0104236
55073.9786921,0.5886756,0.0235727
55079.9526620,0.6025140,0.0090088
55082.9483912,0.6058566,0.0253467
55088.9310417,0.6142047,0.0218982
55091.9214699,0.5949395,0.0703716
55094.9135648,0.5957463,0.0092973
55097.9035301,0.5921617,0.0153511
55100.8958565,0.5971291,0.0088333
55113.8631829,0.6160398,0.0152537
55130.8230671,0.6089759,0.0125116
55135.8073148,0.6061240,0.0105949
55141.7872222,0.6120844,0.0097270
55144.7800116,0.5990223,0.0301949
55148.7835880,0.5745227,0.0185878
55154.7736921,0.5792714,0.0098795
55157.7633796,0.5562667,0.0174106
55161.7386227,0.5854314,0.0185444
55167.7196296,0.5843759,0.0255392
55183.6846412,0.5881272,0.0087638
55186.6775000,0.5763574,0.0096229
55190.6588194,0.6050198,0.0109891
55193.6518056,0.5893787,0.0478643
55197.6375347,0.6097026,0.0178026
55200.6458218,0.5855275,0.0226170
55203.6317824,0.5979221,0.0276837
55215.5937731,0.5942684,0.0112983
55222.5854282,0.5917660,0.0494771
55225.5589236,0.5796445,0.0329519
55228.5557060,0.5846500,0.0148007
55231.5550579,0.5587709,0.0454507
55235.5466088,0.5433916,0.0424181
55238.5410301,0.5601126,0.0265542
55241.5307176,0.5834364,0.0175684
55244.5224537,0.5888161,0.0090939
55250.4905903,0.5684668,0.0192300
55253.4826968,0.5759280,0.0086275
55257.4790509,0.5699736,0.0392106
55263.4574653,0.5848501,0.0286096
55267.4645255,0.5755158,0.0292587
55273.4323843,0.5739545,0.0091478
55277.4210301,0.5658864,0.0124789
55278.4335417,0.5603652,0.0216464
55312.3318634,0.5437849,0.0083871
55315.3317245,0.5272169,0.0379669
55323.3037384,0.5496695,0.0181083
55330.2836806,0.5153254,0.0515165
55333.2642940,0.5639519,0.0199263
55343.2411806,0.5604963,0.0255036
55361.1860648,0.5671850,0.0325168
55368.1762153,0.5540343,0.0093850
55372.1815972,0.5402333,0.0250117
55375.1473958,0.5475931,0.0299398
55379.1451852,0.5393143,0.0212997
55382.1294329,0.5317690,0.0081354
55385.1345255,0.5198494,0.0098500
55408.0767361,0.5295493,0.0167022
55425.0151852,0.5080417,0.0508798
55427.2307870,0.5243477,0.0186925
55433.2183912,0.5125959,0.0077361
55444.9552894,0.5453013,0.0172608
55448.9480556,0.5571376,0.0108582
55464.9011574,0.5350812,0.0084695
55495.8153704,0.5137515,0.0087340
55499.8044907,0.5105724,0.0161100
55503.7936111,0.5213050,0.0387862
55519.0125231,0.5162733,0.0107007
55525.9778935,0.5138800,0.0085987
55531.9675810,0.5149812,0.0135837
55537.9385995,0.5221980,0.0251761
55580.6268519,0.5257926,0.0077512
55584.6276736,0.5258888,0.0083072
55591.5914699,0.5417212,0.0078976
55603.5742245,0.5388760,0.0097155
55607.5551042,0.5342203,0.0095189
55612.5432176,0.5299440,0.0142341
55615.5307523,0.5271177,0.0085644
55622.4981597,0.5239316,0.0341329
55624.4993403,0.5474105,0.0117814
55631.4912731,0.5338625,0.0139673
55638.4618171,0.5461132,0.0100781
55647.4375694,0.5481849,0.0090498
55653.4237963,0.5572471,0.0148898
55664.4036458,0.5462073,0.0487537
55668.3995602,0.5437736,0.0212654
55672.4081829,0.5372319,0.0102732
55673.3987153,0.5410625,0.0116493
55680.3660532,0.5492137,0.0101553
55683.3705093,0.5638899,0.0230311
55686.3441782,0.5047481,0.0131312
55689.3372685,0.5398385,0.0256536
55692.3342130,0.5714090,0.0190593
55695.3356829,0.5502155,0.0083547
55706.2652778,0.5352202,0.0182221
55716.2282060,0.5519888,0.0086346
55721.2097222,0.5708170,0.0105621
55724.2017940,0.5441705,0.0104547
55727.1999653,0.5558474,0.0208393
55738.1656366,0.5565081,0.0153870
55744.1453125,0.5488128,0.0270041
55767.1296065,0.5626744,0.0118336
55782.0923380,0.5558666,0.0169103
55786.0822222,0.5387721,0.0152190
55789.0784375,0.5556449,0.0080996
55802.9751389,0.5311892,0.0411466
55806.9617708,0.5480849,0.0148876
55823.9320833,0.5424439,0.0122375
55830.8969560,0.5333394,0.0169862
55849.8426736,0.5359077,0.0125952
55852.8345023,0.5436731,0.0171377
55855.8471759,0.5508933,0.0100164
55858.8171296,0.5553098,0.0101367
55862.8222222,0.5663595,0.0162275
55865.8125231,0.5650839,0.0176645
55879.7693981,0.5512377,0.0463738
55883.7703241,0.5842208,0.0364929
55893.7392593,0.5876339,0.0419133
55918.9131481,0.5831692,0.0101664
55921.7255556,0.5740036,0.0081128
55924.6991782,0.5721583,0.0155261
55925.7030903,0.5791411,0.0183247
55928.8900463,0.5261553,0.1019998
55932.6901505,0.5744050,0.0112412
55936.6667593,0.5828621,0.0156130
55939.8436806,0.5759648,0.0214402
55943.6347685,0.5713742,0.0085883
55946.8218634,0.5675728,0.0144554
55957.5903588,0.5499139,0.0296331
55967.7656713,0.5427361,0.0093539
55975.7482755,0.5444288,0.0078816
55981.7466319,0.5409660,0.0290010
55995.7089005,0.5174624,0.0148533
56002.6842477,0.5045027,0.0332570
56016.6509144,0.5008669,0.0161563
56023.6358218,0.5269706,0.0273835
56037.5943056,0.5086755,0.0100552
56046.5328125,0.5124117,0.0114000
56049.5166435,0.5061741,0.0079161
56053.5142824,0.4981493,0.0102141
56054.3457176,0.5125870,0.0180613
56062.5154861,0.5179537,0.0128098
56089.4261921,0.5193124,0.0123509
56092.4309144,0.5123625,0.0195521
56101.2008565,0.5120457,0.0175761
56105.3707060,0.5238113,0.0079417
56110.1927894,0.5107521,0.0179651
56119.3357176,0.5134795,0.0109603
56120.3329977,0.5031445,0.0253638
56130.0868634,0.5171255,0.0087901
56137.3040394,0.5019724,0.0229130
56147.0356366,0.4968274,0.0242867
56155.0521991,0.5175240,0.0424834
56167.0263310,0.5199868,0.0165954
56181.1961111,0.5024090,0.0405911
56186.1487963,0.5074792,0.0151855
56188.9250231,0.5123984,0.0332961
56194.9573611,0.5241341,0.0191313
56199.9060417,0.5298431,0.0079031
56205.1160069,0.5060916,0.0154130
56213.9288079,0.5029126,0.0279095
56224.8294329,0.5324017,0.0455833
56226.8609606,0.5062870,0.0144215
56229.8359144,0.5263095,0.0212060
56238.7981019,0.5493259,0.0236980
56241.8098032,0.5220157,0.0090774
56243.9987616,0.5188873,0.0081748
56247.0087037,0.5196530,0.0317273
56250.0244560,0.5246086,0.0146307
56254.9781713,0.5291455,0.0178268
56256.8009259,0.5271677,0.0075151
56261.0205903,0.5304585,0.0511047
56276.7326620,0.5242762,0.0075099
56279.7298958,0.5281755,0.0096155
56282.6922801,0.5330855,0.0109853
56290.8877431,0.5021862,0.0187571
56294.6986227,0.5328951,0.0200904
56296.6839120,0.5355731,0.0108279
56313.8419097,0.5357560,0.0090178
56324.8214468,0.5481849,0.0102081
56326.8178241,0.5404690,0.0177130
56336.5585185,0.5478286,0.0144866
56339.5377778,0.5506329,0.0144526
56340.7575231,0.5449445,0.0088160
56344.5249074,0.5406559,0.0082179
56353.7511806,0.5345637,0.0084912
56366.4929861,0.5435917,0.0115101
56372.6820023,0.5347284,0.0292509
56381.6606250,0.5559844,0.0138905
56383.4117708,0.5185582,0.0240151
56389.6020370,0.5578544,0.0140554
56396.5734954,0.5351013,0.0085576
56402.5901505,0.5263545,0.0079533
56408.5784722,0.5134974,0.0082007
56411.3152315,0.5404443,0.0130501
56416.3211921,0.5306266,0.0144070
56434.2837616,0.5291977,0.0141732
56438.4606597,0.5448546,0.0148780
56439.2856597,0.5392362,0.0232006
56448.2727546,0.5639346,0.0097542
56449.2696065,0.5550050,0.0379291
56450.2250810,0.5208924,0.0130540
56458.1852894,0.5526107,0.0145718
56469.2360880,0.5445118,0.0187281
56472.4064005,0.5263248,0.0174553
56480.3501157,0.5301052,0.0078844
56493.3195139,0.5472941,0.0096400
56518.3117477,0.5686796,0.0118141
56525.2284375,0.5483158,0.0092587
56545.1854861,0.5436471,0.0211710
56551.1745370,0.5641138,0.0308864
56555.1838773,0.5709822,0.0097968
56558.1607176,0.5256795,0.0131298
56563.9158102,0.5637353,0.0097200
56565.9675810,0.5461530,0.0241867
56570.9205093,0.5594683,0.0093809
56584.8571296,0.5359831,0.0102645
56588.1028241,0.5457385,0.0127968
56592.8099074,0.5456308,0.0136674
56598.8301042,0.5313583,0.0213553
56599.8077083,0.5470681,0.0085590
56605.8255093,0.5305403,0.0286068
56612.8018750,0.5406137,0.0082468
56614.0204514,0.5331438,0.0175349
56621.0039931,0.5137004,0.0259810
56627.7657176,0.5428123,0.0154730
56628.7494213,0.5178642,0.0224319
56642.7297222,0.5190988,0.0083780
56650.9083333,0.4906246,0.0606829
56655.9252778,0.5192422,0.0323716
56658.8944792,0.5244561,0.0144364
56671.8499421,0.5013827,0.0350799
56673.8623148,0.5164035,0.0076982
56675.8508333,0.5089377,0.0140287
56677.8349769,0.5333931,0.0120067
56679.8389815,0.5625164,0.0082962
56690.7985532,0.5633797,0.0381393
56693.7727315,0.5317220,0.0172480
56704.7492824,0.5083056,0.0276046
56705.7320370,0.5396995,0.0176702
56708.7205208,0.5394935,0.0107581
56711.5157523,0.5471228,0.0081546
56714.5138310,0.5736890,0.1042119
56729.4861690,0.5515345,0.0241389
56735.6548611,0.5667262,0.0240365
56739.4679745,0.5758825,0.0095021
