mjd,flux,flux err
57462.3776042,0.5962774,0.0075292
57465.3667130,0.5730748,0.0074893
57468.3316088,0.5940415,0.0231739
57511.3407523,0.5969341,0.0074879
57526.2962037,0.5853065,0.0084815
57543.1690625,0.5920673,0.0081447
57565.1968519,0.5773974,0.0072258
57581.0464468,0.5889828,0.0074830
57608.1374306,0.5778544,0.0083148
57612.1045949,0.5767204,0.0073555
57626.0225810,0.5873257,0.0082960
57627.9215046,0.5816640,0.0157548
57637.9183102,0.5884262,0.0081664
57646.9684838,0.5868686,0.0074246
57660.8747454,0.5807318,0.0083543
57668.0613310,0.6038183,0.0078858
57681.0197917,0.6024916,0.0088172
57687.8178356,0.5872082,0.0088967
57699.7253356,0.5728007,0.0078036
57704.6950347,0.5693271,0.0074142
