mjd,flux,flux err
54474.3513079,0.2136599,0.0104158
54476.3463657,0.1934674,0.0265858
54478.3410764,0.2184042,0.0136637
54480.3349074,0.2114444,0.0056180
54484.3242824,0.2111831,0.0169819
54486.3187847,0.1860644,0.0301745
54494.2967245,0.2160942,0.0152544
54496.2915162,0.2162712,0.0065479
54498.2865162,0.2218320,0.0090134
54500.2821528,0.2040013,0.0070784
54502.2770718,0.2205103,0.0068643
54506.2651389,0.2270502,0.0063022
54508.2595602,0.2036373,0.0286666
54546.1546065,0.2210741,0.0190811
54548.1491088,0.2189502,0.0329012
54550.1437037,0.2138560,0.0118603
54558.1217245,0.2227389,0.0089637
54584.0523380,0.2256459,0.0185188
54602.0052315,0.2143000,0.0142466
54603.9998380,0.2421417,0.0332385
54605.9944907,0.2277769,0.0095965
54618.9585532,0.2388221,0.0239946
54620.9534838,0.1825315,0.0342833
54623.9451042,0.2150551,0.0055192
54625.9364583,0.2103900,0.0130045
54629.9261806,0.2024999,0.0072735
54631.9225231,0.2131076,0.0162336
54633.9171875,0.2141663,0.0083590
54634.9153704,0.2235188,0.0088914
54637.9071412,0.2244297,0.0188647
54662.8363889,0.1569427,0.0107421
54664.8331366,0.2023190,0.0062300
54673.8070833,0.2345650,0.0338567
54675.8018519,0.1928578,0.0248340
54677.7964352,0.1872329,0.0114365
54679.7909954,0.2004235,0.0130313
54683.7796412,0.1928561,0.0080582
54685.7749421,0.1803131,0.0178092
54687.7695833,0.1668009,0.0236390
54689.7638310,0.1542002,0.0069840
54691.7585069,0.1812479,0.0123238
54693.7629630,0.1837016,0.0111864
54695.7580671,0.1957450,0.0102252
54697.7527199,0.1699394,0.0057419
54699.7464120,0.1700506,0.0045987
54762.5919329,0.2277428,0.0122393
54768.5756481,0.2392476,0.0113338
54774.5642014,0.2116276,0.0128654
54776.5586458,0.2399424,0.0085394
54781.5382755,0.2344517,0.0108621
54783.5371644,0.2431150,0.0077608
54785.5322685,0.1934814,0.0056794
54789.5217130,0.2325900,0.0078496
