mjd,flux,flux err
56623.2880093,0.0660671,0.0279229
56627.3916319,0.0475392,0.0156975
56659.2710417,0.0452819,0.0144089
56671.2427431,0.0487203,0.0191568
56675.2363194,0.0572881,0.0071510
56679.2226736,0.0485977,0.0213128
56684.2018750,0.0360497,0.0034352
56694.2216551,0.0318101,0.0059580
56706.1230556,0.0417842,0.0039968
56709.0800231,0.0400177,0.0066763
56724.9886343,0.0418641,0.0079092
56764.0231366,0.0302156,0.0111834
56776.8924769,0.0415052,0.0079148
56836.8514699,0.0322201,0.0112980
56863.7779282,0.0201000,0.0089463
56878.7427431,0.0197017,0.0053343
56883.7238657,0.0312969,0.0085078
56907.6567361,0.0218839,0.0065784
56925.6079977,0.0406359,0.0149471
56948.5310532,0.0316168,0.0139982
56970.4769792,0.0305379,0.0148905
57033.2920833,0.0185611,0.0078138
57038.3038194,0.0399492,0.0081328
57043.2873264,0.0325602,0.0121911
57059.1505093,0.0301149,0.0146603
57064.1392477,0.0336409,0.0106249
57073.2283912,0.0262168,0.0077526
57097.1419444,0.0231538,0.0088810
57109.1136343,0.0206647,0.0069636
57215.8352662,0.0168295,0.0056551
57221.6996181,0.0091249,0.0037096
57228.6224074,0.0128888,0.0044964
57271.5262616,0.0255726,0.0084720
57274.5033449,0.0666244,0.0189897
57294.4408912,0.0299162,0.0106161
57375.2431713,0.0073534,0.0032572
57387.1991782,0.0118005,0.0016942
57395.1787153,0.0075644,0.0035712
57416.1308681,0.0135754,0.0029708
57424.1894329,0.0143938,0.0039808
57429.1264699,0.0128410,0.0023396
57431.1159722,0.0146028,0.0027281
57446.0189468,0.0100468,0.0015806
57464.0384954,0.0178810,0.0020942
57473.0043287,0.0163841,0.0034587
57531.8199537,0.0836205,0.0187887
57539.8050579,0.0195143,0.0026821
57572.6976736,0.0124390,0.0023640
57575.8632176,0.0181485,0.0043644
57586.6529167,0.0204770,0.0019867
57594.6656944,0.0079567,0.0029262
57603.7322454,0.0094002,0.0038363
57620.5627894,0.0124460,0.0040394
57624.5326389,0.0074382,0.0029806
57630.5814583,0.0127218,0.0029150
57635.5142708,0.0104608,0.0019945
57638.4969676,0.0165555,0.0020455
57642.5083449,0.0143891,0.0037435
57644.5263194,0.0200935,0.0047961
57662.4214468,0.0293661,0.0022218
57668.4677546,0.0149327,0.0020063
57681.4314815,0.0100614,0.0013833
57688.3718519,0.0172674,0.0036790
57700.3835995,0.0181948,0.0021456
57704.3289005,0.0120388,0.0037469
