mjd,flux,flux err
54470.9297222,0.1865915,0.0080328
54473.9210880,0.1617655,0.0083408
54477.9099653,0.1767050,0.0215279
54485.8882523,0.1693937,0.0211033
54496.8596875,0.1655428,0.0327285
54497.8559028,0.1655782,0.0147938
54505.8333565,0.1513462,0.0190915
54507.8287731,0.1456307,0.0089998
54545.7247106,0.1388447,0.0173138
54547.7196296,0.1322705,0.0319968
54585.6156713,0.1533525,0.0361537
54599.5798495,0.1905755,0.0064095
54603.5688079,0.2056618,0.0370213
54605.5633102,0.2019588,0.0117943
54615.5363079,0.2366449,0.0070375
54618.5276042,0.2264732,0.0118030
54620.5223148,0.2318723,0.0166685
54625.5062616,0.2539145,0.0768472
54627.5012153,0.2604133,0.0165032
54629.4959028,0.2680843,0.0381724
54631.4896759,0.2812097,0.0298226
54633.4843750,0.2823973,0.0075760
54634.4822222,0.2746595,0.0167091
54637.4732755,0.2837028,0.0093716
54655.4250000,0.3338129,0.0165906
54660.4116551,0.3520282,0.0188788
54666.3932986,0.3501842,0.0257837
54673.3743866,0.3832841,0.0203741
54675.3696991,0.3770358,0.0089133
54677.3636343,0.3924507,0.0203351
54679.3586227,0.4059086,0.0143616
54681.3527778,0.4074083,0.0127197
54685.3425347,0.4148756,0.0412454
54687.3368056,0.4211812,0.0116862
54689.3317361,0.4370628,0.0699053
54691.3258796,0.4279269,0.0197205
54693.3309375,0.4500292,0.0151677
54694.3119676,0.4396953,0.0267360
54695.3260764,0.4384131,0.0107748
54696.3062963,0.4540051,0.0340327
54697.3200694,0.4507967,0.0305251
54699.3134259,0.4570149,0.0132649
54700.2955208,0.4898192,0.0296942
54703.3027083,0.4239001,0.0687375
54704.2851042,0.4652218,0.0169670
54706.2788079,0.4752056,0.0226336
54707.2926505,0.4837420,0.0115378
54708.2733102,0.4782635,0.0118537
54712.2626505,0.4659394,0.0315597
54762.1533796,0.6664294,0.0136756
54765.1189931,0.7041303,0.0282350
54767.1143287,0.7145948,0.0269035
54768.1368287,0.6978775,0.0144242
54769.1086690,0.7225710,0.0168662
54773.0987963,0.7136154,0.0413640
54776.1196296,0.7092069,0.0414114
54777.0913079,0.7189776,0.0147588
54781.1033102,0.6952898,0.0573797
54783.0955556,0.7326393,0.0157532
54786.0625810,0.7435637,0.0164182
54788.0570718,0.7486181,0.0156760
54789.0740972,0.7478678,0.0155487
54790.0514931,0.7495271,0.0153691
54791.0686111,0.7423029,0.0221578
54793.0637037,0.7412355,0.0154968
54794.0404861,0.7503929,0.0203154
54795.0580093,0.7218198,0.0769283
54806.0072454,0.7239015,0.0485975
54807.0252083,0.7494843,0.0165071
54811.0140046,0.7508398,0.0156890
54817.9743750,0.7170009,0.0569150
54818.9921528,0.7691473,0.0161836
54848.9178704,0.8184565,0.0217417
54851.8821412,0.7616966,0.0559492
54862.8840972,0.8089222,0.0242747
54864.8785995,0.7994583,0.0208510
54870.8615394,0.8134079,0.0168379
54872.8562963,0.8167439,0.0172505
54873.8212847,0.8141739,0.0254695
54874.8510185,0.7848340,0.0259729
54876.8451736,0.8285396,0.0168964
54879.8063079,0.8232842,0.0170310
54880.8359606,0.8185343,0.0602727
54882.8308218,0.8145595,0.0184920
54884.8250694,0.7873283,0.0238501
54886.8196065,0.8108576,0.0306630
54890.8082407,0.8384037,0.0312820
54892.8035069,0.8368425,0.0173944
54894.7974074,0.8245597,0.0170930
54896.7922569,0.7988671,0.0220162
54898.7869097,0.8096920,0.0214203
54902.7774190,0.7420195,0.0428299
54904.7717245,0.8452789,0.0403801
54905.7396528,0.7815387,0.0283281
54906.7664468,0.7882632,0.0383864
54907.7816667,0.8030686,0.0224463
54923.7485069,0.8204601,0.0187496
54926.7356829,0.8292559,0.0193327
54935.6602199,0.9010521,0.0846200
54938.6689931,0.8822981,0.0281369
54941.6418634,0.8908680,0.0197613
54947.6293634,0.9320842,0.0164625
54950.6186921,0.9408617,0.0169963
54953.6202431,0.9815067,0.0169222
54956.6198495,0.9687475,0.0245924
