mjd,flux,flux err
55047.1362153,0.1825480,0.0054279
55056.0980440,0.1949270,0.0450050
55059.0994792,0.2107211,0.0066301
55062.0864699,0.2310514,0.0040821
55073.1152546,0.2169623,0.0078347
55076.1014583,0.2095764,0.0322333
55082.0831829,0.1572362,0.0087905
55085.0806134,0.1400555,0.0249081
55091.0612731,0.1119306,0.0176361
55100.0340625,0.0861879,0.0119134
55106.0184838,0.0899830,0.0111623
55109.0171296,0.0856728,0.0154614
55110.0106134,0.1092452,0.0168764
55113.0033796,0.1007419,0.0077019
55116.0030440,0.0943541,0.0175843
55121.9914699,0.1202471,0.0277110
55134.9516551,0.1167678,0.0134757
55137.9444444,0.1286894,0.0097717
55143.9309606,0.1264753,0.0199301
55151.8419444,0.1233379,0.0047708
55157.8268519,0.1139196,0.0051099
55161.8014120,0.1068684,0.0316600
55167.7838194,0.1104619,0.0068346
55176.7636458,0.1396599,0.0071071
55183.7477662,0.1611812,0.0149711
55186.7403819,0.1356005,0.0139402
55190.7216204,0.1497023,0.0317011
55193.7142824,0.1583354,0.0105104
55200.7090278,0.1681569,0.0103950
55202.7789815,0.1470486,0.0053614
55205.7700579,0.1697836,0.0177858
55208.7657639,0.1443884,0.0516281
55211.7584144,0.1598799,0.0104599
55227.7065972,0.2101502,0.0102764
55237.6909144,0.1838022,0.0157746
55243.6706829,0.1811098,0.0076620
55246.6639583,0.1790877,0.0058905
55256.6392130,0.1310604,0.0139155
55259.6251042,0.1272283,0.0334811
55262.6226505,0.1375328,0.0081391
55279.5203241,0.1596452,0.0174873
55293.4920833,0.1035420,0.0208312
55305.4593403,0.0821835,0.0295373
55311.4427431,0.0740575,0.0051831
55319.4192361,0.0793063,0.0289652
55321.4155556,0.0801144,0.0198318
55325.4045602,0.0765042,0.0120388
55329.3948727,0.0851576,0.0067330
55335.3773611,0.1034513,0.0089249
55338.3673958,0.1048510,0.0186336
55341.3447222,0.1200661,0.0286320
55361.2494676,0.0791860,0.0115021
55368.2337153,0.0999127,0.0113260
55371.2397338,0.0758922,0.0254157
55372.2399653,0.0852701,0.0131093
55379.2028935,0.1282879,0.0300181
55385.1922338,0.0912451,0.0076130
55388.1931250,0.1006179,0.0244405
55408.1350231,0.1332886,0.0344678
55424.1461111,0.1494033,0.0061218
55439.0899769,0.1462962,0.0215208
55443.0842245,0.1615987,0.0083942
55463.0274074,0.1227851,0.0059666
55492.9353704,0.0731208,0.0037999
55501.9168171,0.0537925,0.0190701
55522.9977315,0.1119663,0.0041220
55579.6820139,0.1097900,0.0043252
55583.6774769,0.1117038,0.0186446
55586.6674769,0.1218500,0.0101785
55590.6523264,0.1153766,0.0047164
55599.6272917,0.0988620,0.0294909
55602.6272917,0.0914619,0.0198854
55609.6045602,0.0771950,0.0051317
55614.5864352,0.0884629,0.0130425
55617.5817014,0.0873452,0.0130967
55621.5672917,0.1008421,0.0079851
55630.5426620,0.0971693,0.0050166
55643.5141782,0.0848780,0.0140144
55652.4885301,0.1165604,0.0049631
55656.5134028,0.1285838,0.0086263
55659.5131597,0.1193952,0.0034301
55662.4958912,0.1133066,0.0065290
55666.4980671,0.0986049,0.0032685
55668.4811343,0.0917206,0.0054125
55672.4661574,0.0953938,0.0167575
55673.4732639,0.0932410,0.0086955
55681.4446528,0.0877108,0.0231553
55683.4450231,0.0945368,0.0101723
55686.4294676,0.0935817,0.0164829
55687.4349074,0.0984456,0.0091830
55689.4237384,0.0861671,0.0078781
55692.4155903,0.0946224,0.0182270
55695.4112269,0.0864871,0.0133460
55698.3554861,0.1020984,0.0461355
55702.3446296,0.0804665,0.0046698
55705.4483912,0.0711257,0.0035913
55708.3351852,0.0773697,0.0051197
55708.4374653,0.0713755,0.0223926
