mjd,flux,flux err
54470.8702315,0.4819274,0.0202847
54473.8615278,0.5012777,0.0192639
54477.8506366,0.4290496,0.0327783
54485.8287731,0.4660256,0.0128976
54487.8241319,0.4640149,0.0153158
54496.7986343,0.4724331,0.0111790
54497.7967245,0.4449580,0.0166568
54505.7746065,0.4519883,0.0120415
54545.6649074,0.4518830,0.0214329
54547.6595255,0.4526008,0.0107218
54549.6540741,0.4362420,0.0110934
54551.6489815,0.4557717,0.0374202
54553.6428009,0.4447770,0.0143541
54555.6379977,0.4519848,0.0106352
54557.6329051,0.4517999,0.0120925
54559.6271412,0.4355693,0.0216297
54583.5625347,0.4051055,0.0289762
54585.5565394,0.3947067,0.0417850
54599.5202315,0.4296072,0.0231115
54601.5152431,0.4092462,0.0164050
54603.5100810,0.4160800,0.0144870
54605.5045023,0.4204045,0.0099410
54615.4765625,0.4291217,0.0165797
54618.4689931,0.4134642,0.0181230
54620.4631134,0.4223500,0.0141803
54625.4474421,0.4186152,0.0097011
54627.4416088,0.4283326,0.0642268
54629.4363542,0.4170037,0.0384977
54631.4311227,0.4074493,0.0111948
54633.4256250,0.3932373,0.0486882
54634.4226389,0.4008060,0.0269461
54637.4148380,0.4203618,0.0810837
54655.3654977,0.4309927,0.0104093
54664.3411921,0.4254554,0.0131886
54666.3350116,0.4431267,0.0336921
54673.3150926,0.4156359,0.0114460
54675.3103125,0.4109484,0.0096224
54677.3051505,0.4086895,0.0392484
54679.2991551,0.4135266,0.0167747
54681.2945255,0.4083284,0.0325691
54683.2882870,0.4257493,0.0176036
54693.2702546,0.4036258,0.0099484
54697.2589815,0.4074714,0.0211687
54699.2530324,0.4027054,0.0754786
54701.2475694,0.3986759,0.0287799
54703.2420139,0.4124149,0.0234223
54705.2361111,0.4122070,0.0100271
54707.2304977,0.4032265,0.0169984
54762.0901620,0.4036450,0.0222955
54768.0728356,0.4148264,0.0119514
54774.0611574,0.4191445,0.0131313
54776.0552431,0.4102490,0.0191621
54781.0394444,0.4183675,0.0421944
54785.0288079,0.4082071,0.0158490
54789.0175810,0.4073873,0.0100772
54791.0120718,0.4190661,0.0155356
54793.0061574,0.4080934,0.0156805
54795.0012847,0.4101188,0.0138723
54806.9686111,0.3999376,0.0120626
54810.9574306,0.4049083,0.0165663
54816.9412269,0.3863125,0.0112061
54862.8207292,0.3794439,0.0131198
54864.8150000,0.3575362,0.0319519
54870.7994907,0.3806375,0.0181708
54882.7671412,0.3439683,0.0151132
54884.7615046,0.3193344,0.0609209
54888.7514120,0.3460456,0.0249216
54890.7455208,0.3443565,0.0092109
54892.7398380,0.3304517,0.0595874
54896.7289236,0.3445898,0.0083488
54898.7233333,0.3449174,0.0218224
54904.7090394,0.3469336,0.0256595
54906.7033912,0.3295598,0.0689898
54907.6721065,0.3625721,0.0108054
54910.6745486,0.3463553,0.0149860
54919.6270833,0.3521221,0.0100556
54923.6861458,0.3517045,0.0456447
54926.6735532,0.3415155,0.0095233
54932.5792940,0.3367660,0.0252560
54935.5625463,0.3545285,0.1014517
54938.5705903,0.3367540,0.0234333
54941.5440972,0.3376276,0.0071230
54944.5517014,0.3428869,0.0205866
54947.5317824,0.3344369,0.0351643
54950.5211227,0.3252617,0.0275383
54956.5395139,0.3307837,0.0408700
54960.5858333,0.3205479,0.0220540
54963.5839005,0.3264652,0.0284411
54966.5785995,0.3186838,0.0169939
54969.5629977,0.3257889,0.0096918
54972.5613194,0.3286076,0.0082606
54975.5495139,0.3368640,0.0268211
54978.5446644,0.3267576,0.0061914
54981.5174421,0.2974079,0.0059493
54984.5262384,0.3185130,0.0224797
54997.4859144,0.3241381,0.0210876
55001.4821875,0.3241234,0.0151530
