mjd,flux,flux err
54907.1823843,0.1223661,0.0031062
54910.1872222,0.1231635,0.0127557
54916.1703125,0.1161420,0.0057391
54919.1619097,0.1183950,0.0051664
54926.0577546,0.1123337,0.0046740
54938.9722222,0.1060512,0.0144899
54941.9603704,0.1413426,0.0261541
54944.9608333,0.1301097,0.0235541
54947.9454051,0.1222056,0.0211708
54950.9356829,0.1031338,0.0186069
54953.9359722,0.1160196,0.0177451
54960.9409606,0.1077639,0.0130641
54972.8975810,0.1139323,0.0216795
54978.8774306,0.0914684,0.0355698
54981.8733565,0.1206040,0.0383523
54988.8483796,0.1099738,0.0071233
54994.8391088,0.0937846,0.0072886
55001.8120139,0.0963842,0.0378113
55006.8013889,0.1129646,0.0038854
55009.7938657,0.0989071,0.0313798
55016.7880093,0.1118579,0.0068259
55022.7583218,0.1076083,0.0154053
55028.7401389,0.0941508,0.0064147
55031.7315972,0.0918677,0.0122747
55037.7299653,0.1141251,0.0418384
55046.7010995,0.1056975,0.0058906
55049.6959375,0.1052269,0.0209698
55052.6718287,0.1050298,0.0177176
55055.6626852,0.1017204,0.0067634
55061.6615046,0.1053898,0.0253051
55064.6554514,0.1111796,0.0089790
55067.6382060,0.1024473,0.0103354
55070.6410880,0.1102294,0.0160695
55073.6165278,0.1105751,0.0183544
55079.5874421,0.1055080,0.0103904
55082.5920718,0.1044033,0.0102063
55085.5828241,0.1058022,0.0257792
55088.5724190,0.0952243,0.0181552
55091.5551157,0.1099516,0.0190323
55094.5428009,0.1050187,0.0087366
55097.5483102,0.1052073,0.0159313
55100.5258796,0.1167347,0.0186485
55103.5271065,0.1090706,0.0109422
55106.5137731,0.1178187,0.0041634
55110.5125347,0.0972342,0.0129925
55113.5074537,0.1067539,0.0034405
55116.4970949,0.1159464,0.0072715
55122.4874769,0.0982344,0.0059452
55135.4525463,0.1000055,0.0180750
55138.4354861,0.1008379,0.0080491
55141.4330903,0.1034338,0.0153558
55144.4266088,0.1052524,0.0065640
55148.4231134,0.1056984,0.0120872
55153.4376157,0.1022874,0.0103263
55166.4106366,0.1005282,0.0049815
55172.3912847,0.1102518,0.0047294
55189.3477894,0.1011460,0.0162962
55192.3231713,0.1011584,0.0117702
55199.3122801,0.1087409,0.0146415
55208.4724884,0.1141272,0.0163437
55227.4126273,0.1052105,0.0183358
55230.4159028,0.1075563,0.0320707
55240.3867477,0.1182583,0.0376552
55243.3778125,0.1193258,0.0050990
55256.3454398,0.0800864,0.0340094
55262.3304745,0.1014381,0.0344670
55272.0760995,0.1180507,0.0135830
55276.0627894,0.1071471,0.0119379
55311.0155324,0.1183351,0.0046896
55321.0003935,0.1176004,0.0244363
55334.9614699,0.1202813,0.0060132
55340.9292130,0.0925706,0.0144985
55349.9106481,0.1113875,0.0070922
55352.8967708,0.1132471,0.0097241
55355.8881944,0.1156509,0.0154281
55364.8765278,0.1180663,0.0184220
55368.8589468,0.1225224,0.0162313
55379.8185764,0.1072134,0.0091195
55382.8107755,0.1156324,0.0300426
55391.7919907,0.1520524,0.0134479
55394.8013426,0.1428927,0.0132892
55411.7488542,0.1288732,0.0430694
55414.6729398,0.1098703,0.0249845
55485.5518287,0.1416554,0.0116022
55493.5264005,0.1380628,0.0120472
55502.5045718,0.1363712,0.0126155
55506.4244444,0.1366223,0.0065913
55518.3912384,0.1563385,0.0270901
55533.3485648,0.1464917,0.0321408
55537.3075231,0.1454005,0.0086815
55583.4004514,0.1447003,0.0044039
55590.3743056,0.1616123,0.0456217
55599.3373148,0.1477019,0.0043685
55602.3492940,0.1541494,0.0051615
55609.3279514,0.1478243,0.0147756
55621.3021412,0.1383138,0.0094005
55626.2672569,0.1419747,0.0146405
55643.2368519,0.1440227,0.0238620
55646.2276968,0.1364953,0.0098314
55649.2178588,0.1490601,0.0137691
55652.2126042,0.1381354,0.0072049
55664.0429051,0.1451211,0.0111508
55667.0359954,0.1385234,0.0268656
55671.0225231,0.1434961,0.0111379
55684.9927894,0.1475774,0.0039958
55687.9797454,0.1323692,0.0139712
55707.9371528,0.1164131,0.0153942
55722.8905208,0.1294679,0.0214419
55725.8868866,0.1290064,0.0046099
55729.8755671,0.1222225,0.0056313
55733.8613194,0.1170336,0.0037937
55736.8501157,0.1297217,0.0107637
55742.8244097,0.1082903,0.0090081
55748.8218403,0.1190584,0.0105266
55752.8058796,0.1272881,0.0070158
55757.7360880,0.1197178,0.0168105
55766.7096759,0.1264589,0.0129619
55779.6760532,0.1123050,0.0232411
55781.6613773,0.1159543,0.0054615
55785.6507755,0.1212657,0.0116793
55788.6504745,0.1150517,0.0063958
55792.6385069,0.1159153,0.0044895
55795.6246875,0.1159926,0.0159295
55805.5810648,0.1157075,0.0097663
55808.5651042,0.1046347,0.0173314
