"Jul.Day","YYYY/MM/DD","Wdy","CAD/USD","EUR/USD","JPY/USD","GBP/USD","CHF/USD","AUD/USD","HKD/USD","NZD/USD","KRW/USD","MXN/USD"
2458401,"2018/10/09","Tue",1.2965,0.87142,113.13,0.76278,0.99311,1.4119,7.8338,1.5497,1134.3,19.021
2458402,"2018/10/10","Wed",1.2992,0.86764,112.78,0.75795,0.99145,1.4094,7.8359,1.5459,1138.7,19.095
2458403,"2018/10/11","Thu",1.3038,0.86384,112.20,0.75648,0.98960,1.4059,7.8353,1.5346,1136.7,19.020
2458404,"2018/10/12","Fri",1.3031,0.86510,112.14,0.75947,0.99148,1.4051,7.8358,1.5361,1132.1,18.905
2458407,"2018/10/15","Mon",1.2993,0.86315,111.82,0.76022,0.98708,1.4009,7.8365,1.5279,1129.8,18.814
2458408,"2018/10/16","Tue",1.2938,0.86322,112.21,0.75745,0.98945,1.4005,7.8365,1.5177,1124.1,18.764
2458409,"2018/10/17","Wed",1.2994,0.86754,112.31,0.76175,0.99327,1.4040,7.8371,1.5226,1127.0,18.821
2458410,"2018/10/18","Thu",1.3057,0.87099,112.27,0.76567,0.99550,1.4047,7.8373,1.5253,1137.4,19.084
2458411,"2018/10/19","Fri",1.3104,0.86989,112.48,0.76623,0.99665,1.4024,7.8420,1.5167,1131.6,19.208
2458414,"2018/10/22","Mon",1.3105,0.87157,112.78,0.77075,0.99643,1.4105,7.8379,1.5245,1132.7,19.360
2458415,"2018/10/23","Tue",1.3098,0.87152,112.24,0.76957,0.99491,1.4134,7.8384,1.5255,1137.0,19.373
2458416,"2018/10/24","Wed",1.3029,0.87761,112.51,0.77521,0.99778,1.4137,7.8393,1.5310,1136.9,19.475
2458417,"2018/10/25","Thu",1.3076,0.87888,112.53,0.77908,1.00038,1.4119,7.8393,1.5329,1136.1,19.461
2458418,"2018/10/26","Fri",1.3108,0.87849,111.84,0.77996,0.99893,1.4134,7.8397,1.5365,1141.8,19.465
2458421,"2018/10/29","Mon",1.3119,0.87841,112.42,0.78066,1.00084,1.4138,7.8416,1.5312,1140.8,19.829
2458422,"2018/10/30","Tue",1.3133,0.88040,112.83,0.78547,1.00367,1.4075,7.8453,1.5248,1139.0,20.020
2458423,"2018/10/31","Wed",1.3142,0.88344,113.10,0.78343,1.00705,1.4119,7.8413,1.5319,1140.8,20.284
2458424,"2018/11/01","Thu",1.3088,0.87686,112.73,0.77124,1.00253,1.3898,7.8371,1.5051,1126.3,20.132
2458425,"2018/11/02","Fri",1.3105,0.87712,113.07,0.77061,1.00222,1.3885,7.8286,1.5037,1118.2,20.017
2458428,"2018/11/05","Mon",1.3096,0.87716,113.19,0.76769,1.00453,1.3879,7.8325,1.5003,1122.2,19.973
2458429,"2018/11/06","Tue",1.3130,0.87586,113.39,0.76422,1.00329,1.3842,7.8295,1.4987,1122.2,19.831
2458430,"2018/11/07","Wed",1.3096,0.87231,113.29,0.76078,0.99916,1.3729,7.8279,1.4738,1117.4,19.824
2458431,"2018/11/08","Thu",1.3114,0.87660,113.84,0.76360,1.00383,1.3732,7.8246,1.4760,1118.9,20.046
2458432,"2018/11/09","Fri",1.3206,0.88193,113.84,0.76927,1.00594,1.3824,7.8327,1.4833,1129.7,20.280
2458436,"2018/11/13","Tue",1.3241,0.88711,113.95,0.77077,1.00899,1.3875,7.8303,1.4806,1133.6,20.494
2458437,"2018/11/14","Wed",1.3235,0.88416,113.70,0.77019,1.00700,1.3846,7.8314,1.4722,1133.1,20.387
2458438,"2018/11/15","Thu",1.3202,0.88337,113.42,0.78271,1.00579,1.3751,7.8304,1.4654,1128.4,20.326
2458439,"2018/11/16","Fri",1.3154,0.87705,112.81,0.77880,1.00137,1.3671,7.8298,1.4572,1124.3,20.181
2458442,"2018/11/19","Mon",1.3182,0.87356,112.57,0.77802,0.99419,1.3710,7.8324,1.4635,1125.7,20.355
2458443,"2018/11/20","Tue",1.3259,0.87819,112.65,0.78063,0.99430,1.3810,7.8317,1.4672,1129.4,20.427
2458444,"2018/11/21","Wed",1.3270,0.87741,113.03,0.78201,0.99453,1.3765,7.8335,1.4621,1128.4,20.226
2458445,"2018/11/22","Thu",1.3205,0.87683,112.96,0.77672,0.99480,1.3790,7.8321,1.4685,1130.6,20.287
2458446,"2018/11/23","Fri",1.3228,0.88187,112.87,0.78027,0.99729,1.3833,7.8272,1.4758,1132.5,20.385
2458449,"2018/11/26","Mon",1.3230,0.88153,113.46,0.77961,0.99834,1.3819,7.8238,1.4728,1127.9,20.537
2458450,"2018/11/27","Tue",1.3289,0.88487,113.68,0.78471,0.99880,1.3844,7.8263,1.4730,1130.0,20.470
2458451,"2018/11/28","Wed",1.3302,0.88315,113.79,0.78128,0.99663,1.3752,7.8247,1.4634,1126.3,20.352
2458452,"2018/11/29","Thu",1.3275,0.87867,113.36,0.78258,0.99647,1.3667,7.8226,1.4583,1120.3,20.239
2458453,"2018/11/30","Fri",1.3301,0.88273,113.59,0.78407,0.99902,1.3695,7.8241,1.4560,1120.6,20.347
2458456,"2018/12/03","Mon",1.3191,0.88128,113.62,0.78555,0.99803,1.3581,7.8146,1.4435,1111.3,20.225
2458457,"2018/12/04","Tue",1.3219,0.88033,112.79,0.78526,0.99698,1.3600,7.8034,1.4419,1109.9,20.488
2458458,"2018/12/05","Wed",1.3353,0.88139,113.16,0.78459,0.99791,1.3748,7.8134,1.4483,1113.7,20.524
2458459,"2018/12/06","Thu",1.3404,0.87872,112.54,0.78244,0.99274,1.3850,7.8112,1.4541,1120.7,20.448
2458460,"2018/12/07","Fri",1.3299,0.87753,112.70,0.78460,0.99135,1.3860,7.8138,1.4565,1123.2,20.257
2458463,"2018/12/10","Mon",1.3379,0.87893,113.00,0.79481,0.98950,1.3900,7.8148,1.4539,1129.0,20.330
2458464,"2018/12/11","Tue",1.3402,0.88252,113.29,0.79707,0.99201,1.3878,7.8146,1.4530,1129.1,20.239
2458465,"2018/12/12","Wed",1.3346,0.88000,113.29,0.79148,0.99286,1.3849,7.8138,1.4594,1125.3,20.066
2458466,"2018/12/13","Thu",1.3359,0.88050,113.60,0.79075,0.99360,1.3835,7.8123,1.4575,1125.4,20.235
2458467,"2018/12/14","Fri",1.3379,0.88532,113.48,0.79580,0.99739,1.3944,7.8103,1.4705,1133.8,20.327
2458470,"2018/12/17","Mon",1.3399,0.88134,112.88,0.79261,0.99267,1.3928,7.8128,1.4695,1130.7,20.107
2458471,"2018/12/18","Tue",1.3454,0.87975,112.49,0.79057,0.99240,1.3926,7.8221,1.4591,1128.7,20.102
2458472,"2018/12/19","Wed",1.3450,0.87628,112.27,0.79081,0.99247,1.3961,7.8243,1.4612,1124.6,20.036
2458473,"2018/12/20","Thu",1.3495,0.87324,111.34,0.78950,0.98937,1.4046,7.8277,1.4757,1122.7,19.892
2458474,"2018/12/21","Fri",1.3566,0.87789,111.20,0.79065,0.99261,1.4142,7.8326,1.4870,1125.8,19.927
2458477,"2018/12/24","Mon",1.3589,0.87598,110.57,0.78704,0.98959,1.4176,7.8323,1.4871,1124.9,19.850
2458480,"2018/12/27","Thu",1.3641,0.87543,110.72,0.79101,0.98819,1.4232,7.8307,1.4920,1121.8,19.727
2458481,"2018/12/28","Fri",1.3638,0.87367,110.34,0.78796,0.98299,1.4193,7.8289,1.4916,1116.0,19.668
2458484,"2018/12/31","Mon",1.3642,0.87376,109.93,0.78227,0.98484,1.4187,7.8312,1.4914,1114.5,19.651
