mjd,flux,flux err
55046.2527662,0.0625184,0.0071906
55052.2456134,0.0704495,0.0097394
55055.2412847,0.0707470,0.0131673
55058.2266319,0.0620422,0.0037376
55061.2133102,0.0676540,0.0252412
55064.2073380,0.0550669,0.0132085
55070.1963310,0.0690957,0.0056153
55073.1984722,0.0626352,0.0151073
55076.1841435,0.0636350,0.0080034
55079.1766204,0.0597984,0.0045355
55082.1720486,0.0515744,0.0126080
55085.1636574,0.0693826,0.0228240
55088.1522685,0.0720330,0.0052936
55091.1440046,0.0487546,0.0043792
55097.1297917,0.0659162,0.0128251
55100.1167245,0.0572813,0.0224679
55106.1012731,0.0650096,0.0180483
55109.0997569,0.0603900,0.0040611
55110.0932639,0.0575049,0.0041974
55116.0855903,0.0638445,0.0066822
55122.0439120,0.0554430,0.0251603
55135.0344097,0.0640299,0.0085089
55138.0168981,0.0537902,0.0180123
55143.9830440,0.0577804,0.0247626
55150.9556366,0.0576742,0.0254002
55153.9556366,0.0617916,0.0235781
55166.9247222,0.0423444,0.0148417
55179.8698264,0.0537712,0.0067169
55182.8706019,0.0558048,0.0031511
55192.8382755,0.0575674,0.0099237
55221.7842361,0.0542971,0.0230153
55227.7566782,0.0502033,0.0076947
55243.7206829,0.0699292,0.0163122
55246.7139699,0.0572872,0.0168464
55252.6811227,0.0554800,0.0143730
55256.6894560,0.0585779,0.0157796
55262.6729977,0.0455449,0.0096503
55279.6222106,0.0359964,0.0137966
55311.5509606,0.0404949,0.0077006
55325.5120255,0.0629445,0.0134061
55338.4713310,0.0408167,0.0043968
55351.4329630,0.0592286,0.0059624
55354.4221528,0.0522951,0.0068285
55357.4114583,0.0530878,0.0071885
55363.3991782,0.0445219,0.0171942
55366.3789931,0.0409895,0.0079290
55370.3684144,0.0449986,0.0075908
55387.3365278,0.0528279,0.0090048
55390.3263426,0.0473697,0.0169364
55396.3104398,0.0450883,0.0063319
55410.2600000,0.0367632,0.0109633
55425.2221875,0.0458117,0.0152777
55459.1537616,0.0454395,0.0170202
55471.1200231,0.0284350,0.0052944
55502.0331134,0.0560672,0.0066354
55532.9205787,0.0430061,0.0161402
55590.7769676,0.0431785,0.0145570
55606.7387731,0.0393852,0.0114313
55613.6993287,0.0413948,0.0056754
55614.7109144,0.0442388,0.0131916
55621.6909259,0.0585006,0.0139595
55642.6367130,0.0506443,0.0032466
55652.6135185,0.0518170,0.0088140
55655.5973032,0.0547439,0.0064248
55663.5615741,0.0520891,0.0184262
55664.5480903,0.0569372,0.0173636
55670.5398148,0.0489499,0.0133859
55678.5089583,0.0511589,0.0139751
55679.5060301,0.0538329,0.0134195
55682.5066782,0.0456748,0.0048936
55684.5022106,0.0502538,0.0084310
55685.4915394,0.0541694,0.0065485
55688.4814583,0.0506939,0.0053399
55691.4734838,0.0487688,0.0073858
55693.4700116,0.0527927,0.0059740
55694.4718056,0.0514325,0.0246228
55698.5237500,0.0407620,0.0058681
55701.4904398,0.0550616,0.0077603
55708.5067477,0.0459562,0.0053648
55715.4854282,0.0558846,0.0068713
55720.4594560,0.0576553,0.0067945
55723.4620949,0.0515705,0.0038117
55726.4570486,0.0477839,0.0163432
55734.4209144,0.0507020,0.0146995
55736.4309491,0.0508227,0.0051687
55737.4179051,0.0517640,0.0093466
55739.4235880,0.0497210,0.0180666
55740.4150579,0.0669862,0.0176712
55743.4045139,0.0528579,0.0105399
55749.3970949,0.0629748,0.0045205
55753.3746528,0.0582920,0.0246544
55755.3667824,0.0529600,0.0152735
