mjd,flux,flux err
54473.3509954,0.3731018,0.0462463
54477.3410185,0.3722415,0.0108018
54479.3351273,0.3704510,0.0145622
54481.3293519,0.3714018,0.0305538
54483.3240972,0.3616365,0.0110348
54485.3185185,0.3590753,0.0090609
54491.3017245,0.4544684,0.0324301
54495.2912847,0.3662094,0.0101813
54497.2857755,0.3609691,0.0426433
54503.2695718,0.3696862,0.0190452
54505.2634028,0.3597664,0.0177191
54507.2577778,0.3587139,0.0094663
54545.1543750,0.3618540,0.0239929
54547.1488079,0.3852985,0.0324267
54549.1435301,0.3631642,0.0118563
54553.1327662,0.3664961,0.0087866
54557.1216551,0.3805605,0.0112550
54559.1167130,0.3660871,0.0140768
54583.0523611,0.4029266,0.0318160
54585.0464468,0.3495950,0.0136411
54601.0022685,0.3790872,0.0119040
54602.9962616,0.3558531,0.0647859
54604.9910301,0.3825668,0.0218153
54617.9555671,0.3846210,0.0089914
54619.9499421,0.3863390,0.0099686
54622.9418403,0.3883708,0.0091937
54624.9360185,0.3951522,0.0257221
54628.9249421,0.3827523,0.0160080
54630.9198611,0.3617857,0.0469469
54632.9142245,0.3865639,0.0087292
54665.8238542,0.3920784,0.0107892
54674.7991898,0.3864566,0.0118565
54676.7938773,0.4186267,0.0432710
54678.7885880,0.3501891,0.0124516
54680.7830440,0.3852916,0.0111817
54682.7773264,0.3804702,0.0112415
54684.7720949,0.3792849,0.0130014
54686.7664699,0.3857469,0.0115880
54688.7607176,0.3648290,0.0299573
54690.7559954,0.3760400,0.0420390
54692.7588310,0.3700069,0.0165817
54694.7533565,0.3793754,0.0088644
54696.7480208,0.3827147,0.0530883
54698.7414931,0.3798864,0.0198405
54700.7365278,0.3694210,0.0176476
54702.7306481,0.3882808,0.0259938
54704.7253241,0.3688683,0.0275097
54706.7199769,0.3832434,0.0156066
54708.7141898,0.3700479,0.0085440
54712.7030556,0.3874473,0.0123011
54761.5723611,0.4128484,0.0236864
54763.5673843,0.4112577,0.0097848
54767.5562384,0.4131741,0.0085008
54769.5521181,0.4179166,0.0249731
54773.5432523,0.4012405,0.0107413
54775.5377662,0.4001011,0.0237455
54777.5325347,0.4187999,0.0090148
54780.5229398,0.4102144,0.0130087
54784.5162731,0.4081597,0.0190115
54786.5070602,0.4188438,0.0155008
54788.5010185,0.4155592,0.0295173
54790.4958912,0.4260546,0.0088628
54792.4899537,0.4146018,0.0081903
54794.4849190,0.4201677,0.0137988
54806.4520602,0.4202971,0.0084875
54808.4467593,0.4228448,0.0131776
54812.4360995,0.4199991,0.0089492
54814.4307292,0.4273020,0.0118969
54818.4191667,0.4324968,0.0182934
54824.4034259,0.4180375,0.0115059
54848.3373148,0.4306561,0.0123460
54852.3282176,0.4129597,0.0099839
54856.3185880,0.4113191,0.0235462
54860.3082870,0.4100267,0.0097967
54862.3016898,0.4117449,0.0118867
54864.2968981,0.4081276,0.0233090
54866.2913426,0.4089431,0.0086797
54868.2850000,0.4082648,0.0103131
54874.2685185,0.4179946,0.0094881
54876.2638426,0.4103252,0.0090811
54878.2575579,0.3980965,0.0090269
54880.2533218,0.4070623,0.0157091
54882.2497338,0.4087599,0.0217115
54884.2443287,0.4017177,0.0123535
54886.2403819,0.4113362,0.0206000
54888.2333565,0.4030641,0.0146245
54890.2282292,0.4136841,0.0083720
54896.2123380,0.4111579,0.0119521
54898.2060995,0.4100793,0.0088704
54902.1967824,0.4143445,0.0090898
54904.1907755,0.4137626,0.0089530
54906.1849884,0.4196105,0.0086905
54908.2462731,0.4221630,0.0071741
54911.2407176,0.4131155,0.0098115
54914.2117708,0.4287613,0.0102070
54921.2015278,0.4315641,0.0113952
54925.5064583,0.4382188,0.0068775
54927.4855093,0.4289362,0.0067196
54928.4892593,0.4535265,0.0067542
54930.4857060,0.4364978,0.0208687
54931.4808218,0.4333984,0.0092706
54933.4637500,0.4545980,0.0095175
54934.4509491,0.4481887,0.0067509
54940.4669792,0.4597176,0.0164162
54942.4314005,0.4558371,0.0085013
54943.4525926,0.4886535,0.0751984
54945.4303009,0.4557960,0.0116426
54948.4340509,0.4700621,0.0111660
54949.4418981,0.4794535,0.0179995
54951.4065278,0.4670648,0.0086829
54954.4295602,0.4644346,0.0104617
54955.4155440,0.4819754,0.0142052
54957.3785185,0.4781933,0.0099979
54961.3881366,0.4858751,0.0180530
54965.3692708,0.4944718,0.0122276
54967.3811574,0.4943102,0.0086585
54968.3618171,0.4945010,0.0145297
54971.3723380,0.5100112,0.0127190
54973.3491667,0.5014534,0.0391872
54976.3548264,0.5040547,0.0086044
54977.3611921,0.5113301,0.0374259
54979.3482407,0.5019035,0.0078914
54982.3456713,0.5346867,0.0736516
54983.3423727,0.5168037,0.0151977
54989.3256713,0.5027326,0.0079032
54995.3104861,0.4944097,0.0172537
54999.2763079,0.4978891,0.0072792
55007.2606019,0.5043637,0.0087067
55010.2609144,0.4949125,0.0220607
55011.2450579,0.4849857,0.0396781
55017.2344329,0.4990851,0.0154042
55024.2260532,0.5039417,0.0210527
55027.2012616,0.4827555,0.0145096
55029.2060069,0.5000675,0.0290666
55033.2085532,0.4754067,0.0150004
55041.1839352,0.4917091,0.0299662
55050.8241782,0.4640632,0.0232057
55056.8151273,0.4729278,0.0188462
55059.7993981,0.4769848,0.0072017
55062.7985185,0.4332841,0.0167848
55065.7907176,0.4637513,0.0066775
55071.7869097,0.4788374,0.0136508
55074.7755903,0.4521946,0.0248960
55077.7639699,0.4712028,0.0081871
55080.7571296,0.4730566,0.0098221
55083.7512153,0.4665491,0.0066847
55086.7439005,0.4756068,0.0221781
55089.7340856,0.4607596,0.0069250
55092.7254861,0.4737350,0.0088863
55098.7084606,0.4710303,0.0095730
55101.6997569,0.4642747,0.0128543
55107.6846528,0.4948174,0.0400149
55111.6927083,0.4852934,0.0114087
55114.6666204,0.4801819,0.0067298
55136.6060648,0.5018516,0.0073259
55139.5953935,0.5008576,0.0082529
55142.5857060,0.5075889,0.0118783
55149.5779167,0.5007500,0.0171690
55152.5526389,0.5201268,0.0242567
55155.5444792,0.5252914,0.0315449
55165.5188194,0.5076070,0.0088814
55168.5247917,0.4893147,0.0077027
55174.4925579,0.5069753,0.0277348
55181.4930556,0.5140689,0.0123314
55184.4654514,0.5223903,0.0182026
55191.4459606,0.5131061,0.0127027
55198.4268634,0.5357923,0.0123744
55201.4187616,0.5265720,0.0090746
55204.4292940,0.5398250,0.0321590
55207.4091551,0.5492664,0.0329885
55213.3950694,0.5555570,0.0081677
55216.4032292,0.5489270,0.0760288
55220.3741551,0.5448465,0.0543054
55226.3646181,0.5524333,0.0092179
55229.3495370,0.5574111,0.0170864
55236.3304514,0.4616150,0.0631685
55239.3221875,0.5571599,0.0186722
55242.3185301,0.5634268,0.0137448
55245.3062731,0.5630324,0.0104842
55248.3172685,0.5566910,0.0082628
55251.2977431,0.5566986,0.0194713
55258.2806829,0.5470327,0.0088541
55261.2822454,0.5274802,0.0092934
55273.2111574,0.5564679,0.0159565
55277.2000926,0.5477531,0.0106343
55306.1304514,0.5075832,0.0117136
55323.0906366,0.5193837,0.0262239
55336.0540162,0.4773691,0.0080336
55344.3040856,0.5110473,0.0121112
55350.2879977,0.4964547,0.0183560
55353.2716088,0.5168716,0.0386190
55356.2654398,0.4996412,0.0324751
55362.2511227,0.5000192,0.0401415
55365.2387731,0.5137346,0.0090316
55380.1980093,0.5269523,0.0568890
55383.1969097,0.4745787,0.0143186
55389.1926042,0.4902755,0.0103453
55392.1659838,0.4962908,0.0077565
55409.1380440,0.4913558,0.0332923
55423.8178472,0.4878768,0.0072458
55428.7830787,0.4767907,0.0693615
55432.7720949,0.5097139,0.0081548
55452.7504398,0.4994102,0.0219690
55456.7492940,0.4587430,0.0608744
55460.7442245,0.4782334,0.0131822
55464.7167477,0.4880402,0.0071754
55468.7069329,0.5100907,0.0144615
55490.6485880,0.4922791,0.0398782
55495.6319560,0.5323891,0.0323628
55503.6099537,0.5133986,0.0323965
55519.5929977,0.5240417,0.0070169
55525.5174653,0.5267325,0.0103026
55534.5457639,0.5114994,0.0211620
55538.5182523,0.4998857,0.0112789
55578.4175347,0.5254283,0.0083617
55582.4106366,0.5253664,0.0120588
55585.3983449,0.5251317,0.0141285
55605.3487616,0.5331559,0.0135063
55608.3291551,0.5315458,0.0312021
55613.3251389,0.5323808,0.0073486
55616.3143056,0.5265151,0.0075373
55620.3188194,0.5272412,0.0075767
55623.3013079,0.5252251,0.0112095
55651.2231713,0.5292932,0.0101074
55660.1402894,0.5094715,0.0099224
55663.1590856,0.5056356,0.0105131
55666.1380903,0.5184429,0.0257286
55678.1160185,0.5142128,0.0202811
55684.0900231,0.5107054,0.0164173
55687.0817593,0.4825576,0.0079837
55693.0643171,0.4880912,0.0073346
55706.0650231,0.4142236,0.0271130
55726.9930556,0.4559635,0.0197738
55730.9899537,0.4458788,0.0072515
55781.8148495,0.4387814,0.0062296
55785.8046991,0.4538089,0.0305786
55795.7695718,0.4366968,0.0390570
55800.7595486,0.4222164,0.0123086
55803.7547454,0.4263717,0.0061462
55807.7450000,0.4269007,0.0100149
55814.7224537,0.4219726,0.0080166
55817.7174769,0.4359566,0.0209550
55824.7059606,0.4166530,0.0125613
55831.6791898,0.4107516,0.0145272
55835.6841667,0.4096426,0.0139549
55842.6485648,0.4071248,0.0174270
55845.9405440,0.3987500,0.0092037
55852.9180208,0.4119955,0.0092040
55856.6179051,0.4264535,0.0098063
55859.6176389,0.4071737,0.0103179
55863.6063426,0.4121380,0.0094523
55866.5950231,0.4134111,0.0272297
55870.5707407,0.4114278,0.0065367
55880.5451273,0.4070090,0.0109426
55884.5548380,0.4113711,0.0064599
55891.5216898,0.4180134,0.0121979
55894.5163194,0.4019961,0.0060836
55904.4760301,0.4083159,0.0067728
55908.7615856,0.4025840,0.0087569
55914.4600116,0.4000139,0.0049825
55919.7310069,0.3979700,0.0202250
55921.4455324,0.3919515,0.0224884
55924.4182292,0.3920500,0.0042417
55925.4230903,0.3897048,0.0071046
55929.7062037,0.3886701,0.0054983
55933.4024421,0.3779202,0.0035410
55936.4041435,0.3848458,0.0040681
55940.3827546,0.3805290,0.0096700
55943.3812847,0.3786103,0.0036011
55954.3640741,0.3836979,0.0042850
55961.3250463,0.3858609,0.0236287
55968.3061574,0.3798925,0.0130486
55976.2801736,0.3803921,0.0131671
55980.2878704,0.3809221,0.0113563
55981.5629167,0.3882598,0.0120106
55995.5247454,0.3760074,0.0056563
56002.5014120,0.3737846,0.0073299
56006.1714352,0.3700052,0.0119076
56009.4844213,0.3752621,0.0107506
56013.1849421,0.3740498,0.0127535
56016.4559259,0.3672084,0.0043066
56030.4042361,0.3536689,0.0166784
56037.4097338,0.3573599,0.0065821
56041.1103241,0.3711953,0.0047498
56056.3747454,0.3541482,0.0074035
56059.3435069,0.3670966,0.0070424
56061.3549653,0.3624151,0.0130135
56118.2088889,0.3420141,0.0093724
56129.2136806,0.3261071,0.0272169
56138.8540394,0.3348070,0.0047668
56143.1290046,0.3405301,0.0547999
56153.8141204,0.3079833,0.0480014
56173.8042245,0.3147928,0.0203162
56175.8044676,0.3178431,0.0316227
56178.0514005,0.3117447,0.0411253
56180.7443403,0.3105372,0.0060046
56186.7288542,0.3048109,0.0229443
56191.7375347,0.3116487,0.0126554
56197.9652662,0.3137784,0.0128548
56201.6803588,0.3032459,0.0051266
56203.9471065,0.3100194,0.0133164
56206.6845023,0.2949962,0.0108568
56220.6373495,0.3045853,0.0052018
56223.9067940,0.3017888,0.0093801
56227.5968287,0.3020821,0.0208866
56230.6229861,0.2985920,0.0047282
56233.8672801,0.3062907,0.0146678
56236.9058449,0.2974997,0.0112712
56238.8576620,0.2908066,0.0090281
56247.8390162,0.2853146,0.0057386
56249.8765741,0.2897338,0.0152000
56253.8725810,0.3005319,0.0133562
56257.5876273,0.3098715,0.0227060
56262.5531597,0.2931549,0.0245577
56264.5235995,0.2860336,0.0230310
56272.5531019,0.3035681,0.0115901
56274.7817593,0.2936485,0.0067011
56277.7603356,0.2913959,0.0248693
56280.7924537,0.3017501,0.0061964
56281.7930556,0.2862462,0.0054541
