mjd,flux,flux err
54505.8229282,0.3962552,0.0155765
54507.8182060,0.3932562,0.0212568
54545.7141319,0.3982908,0.0143567
54547.7090972,0.3838616,0.0098643
54549.7031481,0.4094519,0.0140183
54551.6978125,0.4065771,0.0238019
54553.6917708,0.3861614,0.0228194
54555.6870139,0.3960871,0.0193338
54557.6809375,0.3708436,0.0094757
54559.6764815,0.3903664,0.0089011
54585.6053125,0.3829452,0.0203257
54599.5694444,0.4007721,0.0130382
54603.5583449,0.4056217,0.0101235
54605.5529167,0.3954362,0.0185260
54615.5258565,0.4115888,0.0113036
54618.5171528,0.3976876,0.0159914
54620.5116435,0.3675359,0.0215540
54625.4958102,0.3994690,0.0162658
54627.4907639,0.4015771,0.0140044
54629.4854514,0.4061901,0.0101209
54633.4739699,0.3904338,0.0682539
54634.4718634,0.4199920,0.0105824
54637.4628588,0.3954991,0.0179100
54655.4146991,0.3978956,0.0298097
54660.4012731,0.4068046,0.0217583
54666.3829398,0.4169477,0.0410952
54673.3640394,0.4097817,0.0154445
54675.3592940,0.4075362,0.0109923
54677.3532639,0.4167576,0.0250925
54679.3482523,0.4010916,0.0167476
54681.3424190,0.4091270,0.0160606
54685.3321644,0.4090869,0.0337068
54687.3264468,0.4313762,0.0200789
54689.3213079,0.4295661,0.0101865
54691.3155556,0.4155677,0.0099428
54693.3213773,0.4119515,0.0380112
54694.3153588,0.4091576,0.0100618
54695.3155440,0.4247778,0.0174460
54696.3096991,0.4313874,0.0369808
54697.3096759,0.3978084,0.0196052
54699.3029977,0.4277438,0.0384441
54701.2964583,0.4157275,0.0259476
54703.2922106,0.4139655,0.0187725
54705.2847338,0.4079614,0.0142453
54706.2821759,0.4309879,0.0293108
54707.2821181,0.4284969,0.0194497
54761.1345718,0.4327026,0.0100898
54762.1428125,0.4301855,0.0099105
54763.1286806,0.4358342,0.0100469
54765.1235532,0.4463764,0.0097054
54767.1178472,0.4463802,0.0150043
54768.1262731,0.4456569,0.0122120
54769.1132176,0.4467832,0.0176258
54773.1021528,0.4438132,0.0335025
54777.0946991,0.4384411,0.0121773
54781.0926505,0.4289656,0.0118438
54782.0752894,0.3999020,0.0239520
54783.0847338,0.4482126,0.0101250
54786.0661227,0.4476257,0.0100423
54788.0606481,0.4551020,0.0166579
54789.0707176,0.4576141,0.0259210
54790.0550694,0.4478337,0.0214536
54791.0652199,0.4581745,0.0098467
54792.0495602,0.4596734,0.0101576
54793.0602778,0.4543262,0.0120107
54794.0440509,0.4552117,0.0241712
54795.0545718,0.4551315,0.0107321
54796.0388079,0.4913866,0.0213524
54806.0107176,0.4589214,0.0098116
54807.0217708,0.4626092,0.0116214
54808.0060417,0.4689093,0.0135269
54811.0105903,0.4585584,0.0138830
