mjd,flux,flux err
54773.2906597,0.1634632,0.0275574
54775.2854167,0.1699092,0.0170106
54777.2796181,0.1712280,0.0057075
54908.9304398,0.1744203,0.0393680
54917.9301736,0.1629650,0.0153515
54921.9085185,0.1599703,0.0426039
54933.9068287,0.1710813,0.0163004
54939.8998264,0.1796493,0.0111687
54942.8914815,0.1900054,0.0320652
54951.8670949,0.1741984,0.0044891
54954.8610185,0.1587052,0.0113565
54961.7887384,0.1624891,0.0061548
54964.7821181,0.1692212,0.0251391
54967.7723380,0.1648398,0.0178526
54973.7560301,0.1679947,0.0049462
54989.7122685,0.1618668,0.0175371
54995.6959491,0.1631987,0.0060267
55007.6632407,0.1729079,0.0135555
55010.6550694,0.1592095,0.0217139
55017.6358565,0.1695825,0.0119918
55023.6194329,0.1677512,0.0054869
55026.6113079,0.1699543,0.0094014
55029.6030324,0.1744037,0.0235208
55032.5949769,0.1653568,0.0101591
55038.5814815,0.1598199,0.0089602
55047.5828472,0.1628435,0.0130596
55050.5743866,0.1643952,0.0088284
55053.5704861,0.1591453,0.0129896
55056.5582292,0.1554932,0.0042041
55059.5497454,0.1571965,0.0082948
55062.5416088,0.1505340,0.0036762
55065.5334259,0.1723743,0.0041893
55068.5285764,0.1635514,0.0080628
55071.5236227,0.1751748,0.0104854
55074.5123380,0.1689199,0.0127675
55077.5010185,0.1651184,0.0088943
55080.4947569,0.1729761,0.0203313
55083.4885880,0.1664101,0.0200616
55086.4806597,0.1647047,0.0038314
55089.4719907,0.1734710,0.0040321
55092.4628356,0.1701013,0.0084011
55095.4556597,0.1592975,0.0073097
55098.4465509,0.1692507,0.0069073
55101.4378935,0.1721638,0.0046904
55107.4220023,0.1683536,0.0099101
55111.4286227,0.1724306,0.0136297
55131.3537963,0.1691933,0.0050929
55136.3440278,0.1620092,0.0040984
55139.3337269,0.1701975,0.0231910
55142.3244213,0.1774964,0.0157310
55145.3193981,0.1467009,0.0259389
55149.3149884,0.1669424,0.0065637
55152.2971991,0.1703665,0.0104239
55155.2912616,0.1639781,0.0060089
55158.2819792,0.1590700,0.0189967
55162.2672454,0.1676386,0.0258655
55165.2655556,0.1651516,0.0221767
55168.2710185,0.1621670,0.0167808
55174.2358333,0.1618120,0.0217232
55184.2035069,0.1584964,0.0154626
55191.1873148,0.1652938,0.0298410
55198.1689120,0.1656475,0.0073902
55201.1642940,0.1605272,0.0233347
55204.1920602,0.1748404,0.0187260
55207.1689699,0.1654853,0.0130514
55210.1815856,0.1732231,0.0044923
55213.1585995,0.1690194,0.0072093
55220.1353241,0.1580697,0.0052063
55226.1276389,0.1689974,0.0093517
55232.1365856,0.1680180,0.0452163
55236.1158912,0.1584827,0.0138096
55242.0819792,0.1659554,0.0183007
55245.0641898,0.1737167,0.0048026
55251.0603009,0.1835066,0.0478503
55272.9651852,0.1718335,0.0195108
55276.9544907,0.1751433,0.0135683
55277.9560995,0.1698399,0.0260666
55319.8840625,0.1469628,0.0450907
55345.7762153,0.1337033,0.0164801
55362.7475000,0.1643334,0.0093117
55365.7379861,0.1659707,0.0116041
55369.7292130,0.1794468,0.0151657
55376.7054282,0.1749441,0.0076617
55386.6691782,0.1609037,0.0188140
55392.6669560,0.1836261,0.0393324
55395.6539352,0.1635133,0.0044362
55415.5570023,0.1529010,0.0172998
55424.5363426,0.1639343,0.0237494
55427.5229745,0.1695543,0.0062116
55437.5106250,0.1650324,0.0203277
55449.4667361,0.1715277,0.0301981
55465.4236458,0.1680488,0.0060522
55469.4129398,0.1764667,0.0152550
55491.3610995,0.1785593,0.0442414
55500.3249306,0.1929754,0.0487328
55504.3150116,0.1829228,0.0056127
55531.2679977,0.1636547,0.0406925
55535.2590046,0.1746410,0.0149908
55539.2216551,0.1507295,0.0567419
55578.1639352,0.1715972,0.0436689
55582.1636343,0.1761494,0.0063920
55605.1152315,0.1796457,0.0039404
55613.0780556,0.1781657,0.0113199
55616.0648843,0.1759420,0.0068816
55620.0694097,0.1777571,0.0092872
55623.0406713,0.1769813,0.0116385
55629.0373727,0.1771534,0.0094586
55632.0297569,0.1774597,0.0134171
55647.9917824,0.1811429,0.0153271
55661.9076620,0.1750570,0.0037528
55679.8569907,0.1739343,0.0184694
55685.8399421,0.1729394,0.0037290
55703.7896644,0.1679158,0.0605287
55709.7535880,0.1694052,0.0041820
55721.7210880,0.1715988,0.0188950
55735.6731134,0.1660400,0.0270853
55738.6819907,0.1707550,0.0238563
55744.6632639,0.1696594,0.0088562
55751.6360185,0.1701892,0.0161192
55754.6366551,0.1653062,0.0042268
55764.6191204,0.1726372,0.0109411
55767.6029630,0.1758090,0.0041819
55770.6081597,0.1715728,0.0077617
55777.5901852,0.1704082,0.0101483
55780.5794097,0.1744127,0.0055203
55782.5677431,0.1768918,0.0043251
55786.5511227,0.1837631,0.0073943
55789.5428935,0.1737720,0.0052868
55793.5361921,0.1656114,0.0316875
55796.5292361,0.1793199,0.0187449
55800.5036806,0.1677381,0.0076228
55803.5123264,0.1780203,0.0131223
55810.4935069,0.1770354,0.0047538
55814.4822685,0.1760257,0.0099481
55817.4636111,0.1800552,0.0132292
55821.4631019,0.1757635,0.0080998
55824.4540741,0.1699778,0.0052844
55828.4271644,0.1643640,0.0058698
55835.4311343,0.1708715,0.0167159
55856.3667245,0.1805371,0.0088380
55859.3652315,0.1785437,0.0194160
55863.3540162,0.1694030,0.0039539
55866.3432407,0.1771450,0.0184599
55891.2705324,0.1698277,0.0050211
55894.2652199,0.1689895,0.0040984
55907.2327894,0.1777638,0.0230327
55918.1982755,0.1856332,0.0137662
55928.1660417,0.1730909,0.0134562
55933.1296991,0.1753925,0.0118164
55940.1084722,0.1653568,0.0233575
55954.0899074,0.1727195,0.0064132
55968.0319907,0.1679741,0.0212031
56006.9798032,0.1673349,0.0084625
56048.8639699,0.1750887,0.0065978
56050.8257292,0.1776834,0.0041792
56053.8195255,0.1695906,0.0123558
56090.7448727,0.1604262,0.0227027
56093.7286690,0.1708906,0.0080592
56105.6658102,0.1768606,0.0114442
56106.6567593,0.1596466,0.0095425
56111.6683333,0.1638623,0.0315674
56115.6413542,0.1699284,0.0214594
56121.6751620,0.1669104,0.0275860
56123.6455093,0.1739117,0.0183626
56128.6837153,0.1604179,0.0128419
56150.5728472,0.1773095,0.0121670
56155.5180787,0.1669973,0.0135339
56158.5824421,0.1804094,0.0564530
56163.5832986,0.1764560,0.0155895
56177.4694676,0.1723821,0.0215715
56179.4832870,0.1510756,0.0618079
56183.4899884,0.1777818,0.0230786
56186.4754167,0.1658144,0.0090866
56190.4599421,0.1740131,0.0052441
56193.4430903,0.1735775,0.0097780
56197.4198727,0.1727428,0.0045499
56200.4377431,0.1711105,0.0099108
56203.4034606,0.1712537,0.0200973
56207.3908912,0.1833781,0.0078010
56211.3742824,0.1656035,0.0166285
56214.3847685,0.1658704,0.0235468
56220.4021065,0.1681989,0.0087398
56225.3289931,0.1691877,0.0247771
56231.3222454,0.1763666,0.0039555
56233.3905787,0.1823641,0.0071170
56235.3371875,0.1633849,0.0101797
56238.3686574,0.1772943,0.0241851
56241.3418981,0.1776895,0.0068102
56244.3291435,0.1719146,0.0206549
56246.6381481,0.1716633,0.0177084
56253.2934954,0.1749493,0.0149225
56258.2814352,0.1731410,0.0091232
56262.2732523,0.1747336,0.0138170
56277.4841088,0.1779255,0.0043204
56282.2661227,0.1800771,0.0054614
56314.1181366,0.1875441,0.0191117
56316.0974884,0.1725995,0.0248135
56319.0761574,0.1671820,0.0213627
56324.3842708,0.1549734,0.0229478
56326.1080440,0.1749774,0.0038881
56338.3438194,0.1657195,0.0170137
56369.9783796,0.1814256,0.0389214
56377.9534606,0.1868541,0.0070062
56389.9346759,0.1936516,0.0219829
56395.9297569,0.1660403,0.0148405
56400.8652894,0.1624111,0.0120033
56403.8832639,0.1657131,0.0064422
56407.8433796,0.1805283,0.0099604
56425.0801042,0.1639934,0.0113707
56434.7619676,0.1643362,0.0164736
56441.7487037,0.1603092,0.0085992
56445.7402199,0.1563487,0.0495863
56449.7193634,0.1588530,0.0139288
56459.7306481,0.1714992,0.0218357
56465.7256597,0.1669569,0.0189176
56477.6756019,0.1615693,0.0091379
56480.6679398,0.1507997,0.0298947
56483.6614699,0.1630098,0.0473755
56486.6305093,0.1599810,0.0144541
56487.6112269,0.1617818,0.0139943
56491.6053356,0.1777051,0.0048150
56494.6413079,0.1743476,0.0115911
56512.5622801,0.1627239,0.0036496
56519.5513889,0.1709017,0.0051444
56526.5192245,0.1653938,0.0157300
56533.5363542,0.1698942,0.0197080
56543.4592477,0.1673273,0.0097387
56564.3996181,0.1633810,0.0152206
56568.3929051,0.1673997,0.0065975
56571.4089120,0.1726648,0.0046189
56584.3726273,0.1644232,0.0257902
56594.3233333,0.1623132,0.0076295
56597.4098148,0.1701958,0.0112349
56604.6251620,0.1736084,0.0221082
56607.3609722,0.1690835,0.0123514
56614.5948380,0.1744443,0.0157094
56622.2506944,0.1660910,0.0044906
56625.2426157,0.1679815,0.0249048
56631.2633681,0.1670706,0.0131060
56643.1898611,0.1607673,0.0054419
56651.5332870,0.1670384,0.0062948
56652.1666204,0.1712112,0.0045932
56653.1993981,0.1664484,0.0048730
56660.1635648,0.1569240,0.0208869
56673.1376736,0.1592002,0.0162198
56677.1051042,0.1638573,0.0196130
56682.1138542,0.1585423,0.0116799
56686.0886806,0.1623229,0.0104376
56687.0799190,0.1657558,0.0149217
56694.1036343,0.1719919,0.0071395
56695.0552894,0.1681139,0.0136380
56702.3321528,0.1678985,0.0045345
56707.0197569,0.1415823,0.0527625
56710.0277778,0.1684172,0.0255493
56714.0443981,0.1725398,0.0111498
56732.9779167,0.1640682,0.0092245
56739.9262037,0.1683117,0.0221321
56763.8807292,0.1660115,0.0281157
56780.8413889,0.1668725,0.0137550
56792.8231944,0.1661069,0.0047230
56842.7187037,0.1595719,0.0222374
56847.7104861,0.1551943,0.0306379
56857.6829977,0.1631029,0.0095343
56877.6228704,0.1518103,0.0082153
56882.6114120,0.1799653,0.0200373
56887.5977199,0.1548019,0.0129822
56892.5867477,0.1684076,0.0125101
56897.5797569,0.1883219,0.0197857
56906.5436921,0.1585324,0.0069502
56911.5293981,0.1826414,0.0275239
56916.5240046,0.1603248,0.0115939
56939.4547569,0.1605867,0.0148488
56943.4453125,0.1596806,0.0196642
56947.4398958,0.1740667,0.0245656
56951.4337153,0.1793297,0.0147395
56969.3781134,0.1771942,0.0170075
56978.3463773,0.1676474,0.0201058
56982.3380556,0.1686065,0.0135611
56988.3202662,0.1939902,0.0170583
56993.3055440,0.1647977,0.0161929
56996.2967130,0.1732315,0.0092394
57001.2843750,0.1590005,0.0110006
57021.2301736,0.1494128,0.0149289
