mjd,flux,flux err
54472.9479282,0.2305092,0.0221876
54474.9397569,0.2263408,0.0184935
54476.9372222,0.2340198,0.0246096
54478.9294444,0.2416956,0.0059670
54480.9240394,0.2380358,0.0069851
54484.9123148,0.2392848,0.0118901
54498.8733449,0.2370080,0.0071791
54502.8656019,0.2444388,0.0090542
54504.8563310,0.2419270,0.0116120
54506.8495255,0.2441354,0.0128380
54508.8463773,0.2419965,0.0099461
54544.7518287,0.2695187,0.0257910
54546.7419444,0.2623781,0.0122599
54548.7402315,0.2521089,0.0210523
54550.7363773,0.2652740,0.0151584
54552.7293056,0.2554426,0.0057617
54554.7203356,0.2613733,0.0074986
54556.7207292,0.2498332,0.0104012
54558.7130324,0.2414005,0.0134588
54573.6720833,0.2560552,0.0202770
54582.6472917,0.2506506,0.0137005
54584.6420255,0.2480798,0.0192371
54589.6285995,0.2559512,0.0139028
54600.5954745,0.2711897,0.0187596
54604.5873958,0.2598006,0.0190844
54610.5696759,0.3076171,0.0531830
54614.5563079,0.3154932,0.0097295
54619.5455208,0.2894097,0.0143335
54626.5247222,0.2842466,0.0107106
54630.5140972,0.2986196,0.0088833
54632.5111458,0.2796884,0.0151762
54638.4950463,0.2703090,0.0408820
54659.4377546,0.2655915,0.0075618
54661.4324653,0.2784376,0.0389725
54663.4246644,0.2769484,0.0422898
54665.4217245,0.2746496,0.0124232
54672.4015856,0.2872769,0.0114485
54674.3959375,0.2745483,0.0121570
54676.3911111,0.2815209,0.0294422
54678.3829398,0.2986235,0.0104275
54680.3783218,0.3010680,0.0220609
54682.3745718,0.2850179,0.0093107
54684.3710417,0.3016858,0.0065943
54686.3656944,0.3035741,0.0081241
54688.3596528,0.3004550,0.0080996
54690.3550000,0.2908591,0.0217463
54692.3535880,0.2595661,0.0526072
54694.3485417,0.3051142,0.0235708
54696.3427431,0.3155968,0.0070375
54698.3372569,0.3019506,0.0073968
54700.3312731,0.3079712,0.0102754
54702.3263542,0.3093735,0.0077274
54704.3200810,0.2985554,0.0435342
54706.3146065,0.2967164,0.0178499
54708.3092014,0.2976634,0.0145470
54712.2985069,0.2901379,0.0429200
54761.1660301,0.3257099,0.0122467
54763.1609491,0.3161903,0.0062382
54767.1499884,0.3155862,0.0078859
54769.1444560,0.3180480,0.0079150
54773.1354051,0.2947546,0.0077537
54775.1332986,0.2982970,0.0072826
54777.1282060,0.3065051,0.0081093
54786.0982176,0.3100162,0.0090041
54788.0929861,0.3019835,0.0058411
54790.0873264,0.3095916,0.0084665
54792.0816204,0.3034302,0.0064981
54794.0771065,0.3015078,0.0085957
54806.0437963,0.2998552,0.0070979
54818.0113773,0.3094658,0.0141442
54820.0058681,0.2968469,0.0065520
54823.9945718,0.3118106,0.0144254
54851.9189120,0.2978960,0.0344195
54855.9081481,0.3163197,0.0062195
54859.8969560,0.3265446,0.0151552
54861.8917014,0.3189700,0.0071340
54863.8861806,0.3292316,0.0124354
54865.8813194,0.3355483,0.0204777
54869.8696991,0.2709061,0.0518919
54873.8589120,0.3362203,0.0142697
54879.8419907,0.3291622,0.0139186
54881.8371528,0.3406299,0.0074384
54883.8312847,0.3374385,0.0090915
54895.7983102,0.3387887,0.0127739
54897.7929282,0.3432520,0.0227961
54901.7839699,0.3488774,0.0117600
54905.7773495,0.3367391,0.0070130
54908.7418866,0.3331742,0.0091924
54909.7128241,0.3428932,0.0094662
54911.7374769,0.3415261,0.0104335
54917.7551042,0.3330454,0.0151144
54918.7433333,0.3212890,0.0080205
54921.7337731,0.3291677,0.0068097
54933.6617477,0.3074373,0.0385054
54934.6593981,0.3341392,0.0221401
54939.6672801,0.3415757,0.0170537
54940.6640162,0.3410120,0.0049646
54942.6373380,0.3358953,0.0135281
54943.6492014,0.3345264,0.0143881
54945.6292940,0.3423439,0.0081588
54948.6297801,0.3312848,0.0139565
54949.6382755,0.3296416,0.0052672
54951.6124190,0.3360792,0.0051285
54955.6117130,0.3480369,0.0063330
54958.6394792,0.3485341,0.0065540
54961.6132755,0.3434393,0.0231630
54962.6276968,0.3460841,0.0095623
54965.6024190,0.3220347,0.0086257
54967.6015625,0.3199675,0.0174110
54968.5943750,0.3404438,0.0135882
54971.5920370,0.3353637,0.0054625
54973.5806019,0.3270616,0.0054067
54974.5796991,0.3236889,0.0053688
54976.5743866,0.3221176,0.0215736
54977.5807986,0.3380025,0.0095639
54979.5674421,0.3364408,0.0083120
54990.5342824,0.3456421,0.0114301
54995.5302662,0.3310389,0.0085568
54996.5179167,0.3461948,0.0163404
55007.4878472,0.3389103,0.0220390
55008.4854977,0.3298827,0.0074600
55010.4811574,0.3336580,0.0106450
55011.4772454,0.3377986,0.0051107
55017.4608218,0.3052738,0.0055959
55018.4581019,0.3114134,0.0084753
55023.4444329,0.3107527,0.0199708
55024.4453935,0.3134393,0.0161629
55026.4426389,0.3090838,0.0091902
55027.4334375,0.3091142,0.0047105
55029.4280671,0.3056137,0.0093884
55032.4196065,0.3075616,0.0095473
55033.4282060,0.2982623,0.0062695
55036.4201736,0.3063100,0.0144855
55038.4197338,0.2919285,0.0046951
55041.4040625,0.2903519,0.0076621
55042.4114699,0.3003473,0.0058758
55045.3806713,0.3179413,0.0413311
55047.3731019,0.3464008,0.0323740
