Date,Price
2017-06-28,121.9802
2017-07-05,121.5908
2017-07-12,121.4702
2017-07-19,120.1191
2017-07-26,119.5165
2017-08-02,119.1489
2017-08-09,119.4499
2017-08-16,119.3852
2017-08-23,119.027
2017-08-30,118.4013
2017-09-06,117.9174
2017-09-13,117.1264
2017-09-20,117.5858
2017-09-27,118.4992
2017-10-04,119.4394
2017-10-11,119.6102
2017-10-18,119.6582
2017-10-25,120.2424
2017-11-01,120.9956
2017-11-08,120.8868
2017-11-15,120.7148
2017-11-22,120.0863
2017-11-29,119.2132
2017-12-06,119.5462
2017-12-13,120.3095
2017-12-20,120.0758
2017-12-27,119.9826
2018-01-03,118.9353
2018-01-10,118.5163
2018-01-17,117.5819
2018-01-24,116.6464
2018-01-31,115.5472
2018-02-07,116.6015
2018-02-14,118.0676
2018-02-21,117.4603
2018-02-28,118.0533
2018-03-07,118.3087
2018-03-14,118.062
2018-03-21,118.4909
2018-03-28,117.6958
2018-04-04,117.7022
2018-04-11,117.668
2018-04-18,117.3414
2018-04-25,118.8137
2018-05-02,119.8749
2018-05-09,120.9513
2018-05-16,121.0726
2018-05-23,121.9337
2018-05-30,122.1642
2018-06-06,122.3785
2018-06-13,122.6252
2018-06-20,123.9166
2018-06-27,124.1925
2018-07-04,124.5214
2018-07-11,123.617
2018-07-18,124.0014
2018-07-25,124.4588
2018-08-01,123.9161
2018-08-08,124.3007
2018-08-15,125.7763
2018-08-22,125.7455
2018-08-29,125.4592
2018-09-05,126.4258
2018-09-12,126.5411
2018-09-19,125.8373
2018-09-26,125.5386
2018-10-03,125.8772
2018-10-10,126.6653
2018-10-17,126.2016
2018-10-24,127.15
2018-10-31,128.0324
2018-11-07,127.6728
2018-11-14,128.4834
2018-11-21,128.2314
2018-11-28,128.8873
2018-12-05,128.2818
2018-12-12,128.6716
2018-12-19,128.7636
2018-12-26,128.5311
2019-01-02,128.126
2019-01-09,127.0725
2019-01-16,126.3231
2019-01-23,126.8701
2019-01-30,126.5041
2019-02-06,126.266
2019-02-13,127.1505
2019-02-20,127.3273
2019-02-27,126.5583
2019-03-06,127.0464
2019-03-13,127.5945
2019-03-20,126.8677
2019-03-27,127.0276
2019-04-03,127.4753
2019-04-10,127.1404
2019-04-17,126.948
2019-04-24,127.405
2019-05-01,127.9693
2019-05-08,128.0849
2019-05-15,128.6013
2019-05-22,129.1318
2019-05-29,129.1627
2019-06-05,129.2028
2019-06-12,128.4913
2019-06-19,128.6886
2019-06-26,127.4423
2019-07-03,127.4677
2019-07-10,127.864
2019-07-17,127.594
2019-07-24,127.8225
2019-07-31,128.3086
2019-08-07,129.5394
2019-08-14,129.9088
2019-08-21,130.4981
